node_count	max_range	mean_geo_distance	connectivity_per	connected_median_hop_count	connected_max_hop_count
20	0.0	0.466118036252984	0.0	0	0
20	0.0	0.47235919020308403	0.0	0	0
20	0.0	0.5274589293114001	0.0	0	0
20	0.0	0.4810750179694652	0.0	0	0
20	0.0	0.5623955272963405	0.0	0	0
20	0.0	0.5813022910866561	0.0	0	0
20	0.0	0.5079044067928946	0.0	0	0
20	0.0	0.5794666388848788	0.0	0	0
20	0.0	0.4992628401435786	0.0	0	0
20	0.0	0.46985390851127606	0.0	0	0
20	0.0	0.560437622850806	0.0	0	0
20	0.0	0.5943629655594905	0.0	0	0
20	0.0	0.4732090588165604	0.0	0	0
20	0.0	0.566193337779293	0.0	0	0
20	0.0	0.5384772552215533	0.0	0	0
20	0.0	0.4964101982107712	0.0	0	0
20	0.0	0.5318290506015076	0.0	0	0
20	0.0	0.5273765590085986	0.0	0	0
20	0.0	0.507622327177411	0.0	0	0
20	0.0	0.48637751355171294	0.0	0	0
20	0.0	0.5526939846936695	0.0	0	0
20	0.0	0.47094781009670345	0.0	0	0
20	0.0	0.5763016899736247	0.0	0	0
20	0.0	0.4586252201101205	0.0	0	0
20	0.0	0.5568242088833883	0.0	0	0
20	0.0	0.5547596594128391	0.0	0	0
20	0.0	0.48539246709815387	0.0	0	0
20	0.0	0.5140411133625344	0.0	0	0
20	0.0	0.5507440076131324	0.0	0	0
20	0.0	0.44879260803366045	0.0	0	0
20	0.0	0.5651037508027509	0.0	0	0
20	0.0	0.4883922659414335	0.0	0	0
20	0.0	0.5388115391474099	0.0	0	0
20	0.0	0.5341431637256502	0.0	0	0
20	0.0	0.5516535824243304	0.0	0	0
20	0.0	0.5344795426519251	0.0	0	0
20	0.0	0.5086757626370522	0.0	0	0
20	0.0	0.5223188829311414	0.0	0	0
20	0.0	0.5307538231056568	0.0	0	0
20	0.0	0.5249426800666296	0.0	0	0
20	0.0	0.47030092532304757	0.0	0	0
20	0.0	0.5439256763466299	0.0	0	0
20	0.0	0.5080652782634203	0.0	0	0
20	0.0	0.48095355766045916	0.0	0	0
20	0.0	0.5613523664198825	0.0	0	0
20	0.0	0.5354674818532627	0.0	0	0
20	0.0	0.4801755090866552	0.0	0	0
20	0.0	0.5430666272300869	0.0	0	0
20	0.0	0.5742398141371731	0.0	0	0
20	0.0	0.4766725240881241	0.0	0	0
20	0.0	0.5223617367539809	0.0	0	0
20	0.0	0.5484471123222394	0.0	0	0
20	0.0	0.6034614231828078	0.0	0	0
20	0.0	0.46865787536177295	0.0	0	0
20	0.0	0.52137317159136	0.0	0	0
20	0.0	0.5254412116935745	0.0	0	0
20	0.0	0.5591950852900165	0.0	0	0
20	0.0	0.5292001698180429	0.0	0	0
20	0.0	0.41362647466115093	0.0	0	0
20	0.0	0.5224556136747318	0.0	0	0
20	0.0	0.4547363720345635	0.0	0	0
20	0.0	0.537126908814406	0.0	0	0
20	0.0	0.5747148214437465	0.0	0	0
20	0.0	0.4556506521188301	0.0	0	0
20	0.0	0.5083908766073985	0.0	0	0
20	0.0	0.529544999158348	0.0	0	0
20	0.0	0.5128261578408084	0.0	0	0
20	0.0	0.4565243682624526	0.0	0	0
20	0.0	0.4934195149278793	0.0	0	0
20	0.0	0.5226382763661361	0.0	0	0
20	0.0	0.4729068388834228	0.0	0	0
20	0.0	0.5498651673230516	0.0	0	0
20	0.0	0.5510789884983911	0.0	0	0
20	0.0	0.5154205700164762	0.0	0	0
20	0.0	0.5591883373925384	0.0	0	0
20	0.0	0.48184894026458036	0.0	0	0
20	0.0	0.5383967508247642	0.0	0	0
20	0.0	0.5735464193051192	0.0	0	0
20	0.0	0.621893073285489	0.0	0	0
20	0.0	0.5484144311531869	0.0	0	0
20	0.0	0.5179004873944452	0.0	0	0
20	0.0	0.48795671883071096	0.0	0	0
20	0.0	0.4864761699109362	0.0	0	0
20	0.0	0.5975511824657366	0.0	0	0
20	0.0	0.44018057877234873	0.0	0	0
20	0.0	0.48915238182226906	0.0	0	0
20	0.0	0.5268225074068582	0.0	0	0
20	0.0	0.5490774691602747	0.0	0	0
20	0.0	0.5262466416084941	0.0	0	0
20	0.0	0.5306691824045329	0.0	0	0
20	0.0	0.4740516290414026	0.0	0	0
20	0.0	0.5536979638003316	0.0	0	0
20	0.0	0.5294914728551667	0.0	0	0
20	0.0	0.48147174555649197	0.0	0	0
20	0.0	0.4808924684142324	0.0	0	0
20	0.0	0.5674133561555156	0.0	0	0
20	0.0	0.5271865151701087	0.0	0	0
20	0.0	0.495050435354214	0.0	0	0
20	0.0	0.5434646374347769	0.0	0	0
20	0.0	0.46830672591146216	0.0	0	0
20	0.01	0.5495229546131708	0.0	0	0
20	0.01	0.5431218800637863	0.0	0	0
20	0.01	0.5749347748114937	0.0	0	0
20	0.01	0.5606714594751169	0.0	0	0
20	0.01	0.571751029963184	0.0	0	0
20	0.01	0.5100374806785327	0.0	0	0
20	0.01	0.538827561092174	0.0	0	0
20	0.01	0.5867047415931383	0.0	0	0
20	0.01	0.49151286452855014	0.0	0	0
20	0.01	0.4817782383068056	0.0	0	0
20	0.01	0.5398192169679944	0.0	0	0
20	0.01	0.5082540675864011	0.0	0	0
20	0.01	0.5656597098876169	0.0	0	0
20	0.01	0.5171946294542734	0.0	0	0
20	0.01	0.4559680174412191	0.0	0	0
20	0.01	0.5326189510834295	0.0	0	0
20	0.01	0.5497702035429164	0.0	0	0
20	0.01	0.5127463931847938	0.0	0	0
20	0.01	0.553734112504187	0.0	0	0
20	0.01	0.5018307627608899	0.0	0	0
20	0.01	0.4874546502275446	0.0	0	0
20	0.01	0.532229082377733	0.0	0	0
20	0.01	0.4992269432607625	0.0	0	0
20	0.01	0.5232679216469124	0.0	0	0
20	0.01	0.4980557129137782	0.0	0	0
20	0.01	0.5379838183477752	0.0	0	0
20	0.01	0.5091229164053837	0.5263157894736842	1.0	1
20	0.01	0.5619328592486058	0.0	0	0
20	0.01	0.6314911564122985	0.0	0	0
20	0.01	0.5506764667415487	0.0	0	0
20	0.01	0.5460632754125013	0.0	0	0
20	0.01	0.4684276082343594	0.0	0	0
20	0.01	0.5651164611739252	0.0	0	0
20	0.01	0.5229839125953589	0.0	0	0
20	0.01	0.5412125543697461	0.5263157894736842	1.0	1
20	0.01	0.5353900322264039	0.0	0	0
20	0.01	0.5543938891939453	0.0	0	0
20	0.01	0.5832530451603677	0.5263157894736842	1.0	1
20	0.01	0.43788343017282494	0.0	0	0
20	0.01	0.5988649085715761	0.0	0	0
20	0.01	0.4520567340984851	0.0	0	0
20	0.01	0.5789341954858512	0.0	0	0
20	0.01	0.5664081232777176	0.0	0	0
20	0.01	0.5543746632725635	0.0	0	0
20	0.01	0.5124408678114979	0.0	0	0
20	0.01	0.5681275346576491	0.0	0	0
20	0.01	0.5227566808517614	0.0	0	0
20	0.01	0.5661413007527865	0.0	0	0
20	0.01	0.4909148671297564	0.0	0	0
20	0.01	0.5216881705898939	0.0	0	0
20	0.01	0.5556467290097327	0.0	0	0
20	0.01	0.5005737132750462	0.0	0	0
20	0.01	0.4955792372965023	0.0	0	0
20	0.01	0.5417124376405986	0.0	0	0
20	0.01	0.4676089091102383	0.0	0	0
20	0.01	0.44056022151199675	0.0	0	0
20	0.01	0.5166250084631983	0.0	0	0
20	0.01	0.5640876350225628	0.0	0	0
20	0.01	0.5876149038385011	0.0	0	0
20	0.01	0.5460247529290472	0.0	0	0
20	0.01	0.48374583706365654	0.0	0	0
20	0.01	0.5591166267262022	0.0	0	0
20	0.01	0.4957449173376431	0.0	0	0
20	0.01	0.5071933612496959	0.0	0	0
20	0.01	0.5706423443651265	0.0	0	0
20	0.01	0.4391985585365997	0.0	0	0
20	0.01	0.5018073318242683	0.0	0	0
20	0.01	0.5924234820709529	0.0	0	0
20	0.01	0.4623448067535057	0.0	0	0
20	0.01	0.5253072556674887	0.0	0	0
20	0.01	0.5289405249883524	0.0	0	0
20	0.01	0.5646260787638809	0.0	0	0
20	0.01	0.5488866214829228	0.0	0	0
20	0.01	0.559446680304789	0.0	0	0
20	0.01	0.5646819579670624	0.0	0	0
20	0.01	0.5976182707521568	0.0	0	0
20	0.01	0.6367767070429099	0.0	0	0
20	0.01	0.43799762287027405	0.0	0	0
20	0.01	0.42265082982631574	0.0	0	0
20	0.01	0.5112141352836405	0.0	0	0
20	0.01	0.5812728769466078	0.0	0	0
20	0.01	0.5587545406466382	0.0	0	0
20	0.01	0.5142367313266399	0.0	0	0
20	0.01	0.5166489601199381	0.0	0	0
20	0.01	0.5082324477486834	0.0	0	0
20	0.01	0.5654966475804432	0.0	0	0
20	0.01	0.490202805758809	0.0	0	0
20	0.01	0.570281212449906	0.0	0	0
20	0.01	0.5523030371178675	0.0	0	0
20	0.01	0.5542252222012776	0.0	0	0
20	0.01	0.518682302934832	0.0	0	0
20	0.01	0.5021967004445438	0.0	0	0
20	0.01	0.5255551264825579	0.0	0	0
20	0.01	0.5062551145901424	0.0	0	0
20	0.01	0.6051171827073267	0.0	0	0
20	0.01	0.5645004524726116	0.0	0	0
20	0.01	0.5569828324008325	0.0	0	0
20	0.01	0.5428897788049546	0.0	0	0
20	0.01	0.4890461705082772	0.0	0	0
20	0.01	0.5290017815622478	0.0	0	0
20	0.02	0.5145779930119854	0.0	0	0
20	0.02	0.49107386097710104	0.5263157894736842	1.0	1
20	0.02	0.5239206725170512	0.0	0	0
20	0.02	0.5449241717931713	0.0	0	0
20	0.02	0.5086140089884266	0.5263157894736842	1.0	1
20	0.02	0.535167683437267	0.0	0	0
20	0.02	0.4972869994279756	0.0	0	0
20	0.02	0.5689174672408817	0.0	0	0
20	0.02	0.47330156049610517	0.0	0	0
20	0.02	0.5149297391401703	0.0	0	0
20	0.02	0.5354689861949142	0.0	0	0
20	0.02	0.5551371131956956	0.0	0	0
20	0.02	0.5272511732912455	0.0	0	0
20	0.02	0.5277802190673084	0.0	0	0
20	0.02	0.4994244545262259	0.5263157894736842	1.0	1
20	0.02	0.5664691766277674	0.5263157894736842	1.0	1
20	0.02	0.49947179348960546	0.0	0	0
20	0.02	0.4987424861748131	0.0	0	0
20	0.02	0.5531682504312807	0.0	0	0
20	0.02	0.5649037007559696	0.0	0	0
20	0.02	0.5569559591082607	0.5263157894736842	1.0	1
20	0.02	0.5279102103392777	1.0526315789473684	1.0	1
20	0.02	0.47574274957287993	0.0	0	0
20	0.02	0.5358035986740162	0.0	0	0
20	0.02	0.5343092772084475	0.0	0	0
20	0.02	0.551449403940983	0.0	0	0
20	0.02	0.5280347318618291	0.0	0	0
20	0.02	0.4560689307178142	1.0526315789473684	1.0	1
20	0.02	0.5163813221366607	0.0	0	0
20	0.02	0.4897028759347264	0.0	0	0
20	0.02	0.5092397593207267	0.0	0	0
20	0.02	0.5528461010895889	0.5263157894736842	1.0	1
20	0.02	0.5361165145555863	0.0	0	0
20	0.02	0.5301613203619723	0.0	0	0
20	0.02	0.5478964330327987	0.0	0	0
20	0.02	0.5233606442873697	0.0	0	0
20	0.02	0.5024009708219699	0.0	0	0
20	0.02	0.5092549276862526	0.0	0	0
20	0.02	0.48184248427965126	0.0	0	0
20	0.02	0.5258923468963893	0.0	0	0
20	0.02	0.5279227007766394	0.0	0	0
20	0.02	0.561765676918321	0.5263157894736842	1.0	1
20	0.02	0.5175046845846004	0.0	0	0
20	0.02	0.49977805406849796	0.0	0	0
20	0.02	0.41951390895838186	0.0	0	0
20	0.02	0.4416528774994351	0.0	0	0
20	0.02	0.499654085945113	0.5263157894736842	1.0	1
20	0.02	0.47429706333530175	0.5263157894736842	1.0	1
20	0.02	0.5199079849250672	0.0	0	0
20	0.02	0.5015190725207803	0.0	0	0
20	0.02	0.5428778239672144	0.0	0	0
20	0.02	0.5447147509945549	0.0	0	0
20	0.02	0.473327931907566	0.0	0	0
20	0.02	0.5704676459961143	0.5263157894736842	1.0	1
20	0.02	0.5817315949695842	0.0	0	0
20	0.02	0.5060617310611115	0.0	0	0
20	0.02	0.5179934861920332	0.0	0	0
20	0.02	0.5721605709915538	0.0	0	0
20	0.02	0.45390224281672886	0.0	0	0
20	0.02	0.5440892733805646	0.0	0	0
20	0.02	0.5156653402346223	0.5263157894736842	1.0	1
20	0.02	0.5309285981048883	0.0	0	0
20	0.02	0.5145943368249399	0.5263157894736842	1.0	1
20	0.02	0.5425288321881078	0.0	0	0
20	0.02	0.5543768198991388	0.0	0	0
