node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	301625	1607	41051364	66945	0	0	0	0	11018133	18577	0	0	0	0	48	0	0.0	0.3	5.64	6.27
64	301801	1772	71554655	101893	0	0	0	0	18866492	27827	0	0	0	0	63	0	0.0	0.28	2.11	4.52
81	301992	1973	117819075	158343	0	0	0	0	30649863	42301	0	0	0	0	80	0	0.0	0.25	1.22	3.44
100	302222	2179	184807592	237456	0	0	0	0	47659303	62709	0	0	0	0	99	0	0.0	0.08	1.15	2.86
121	302468	2419	278329619	341063	0	0	0	0	71428576	89348	0	0	0	0	120	0	0.0	0.17	1.53	2.74
144	302742	2681	400550829	462130	0	0	0	0	102184389	119919	0	0	0	0	143	0	0.0	0.54	1.51	2.55
169	303025	2977	563846807	619003	0	0	0	0	143444228	159796	0	0	0	0	168	0	0.0	0.18	1.59	2.53
196	303349	3273	774660196	806833	0	0	0	0	196738659	207492	0	0	0	0	195	0	0.0	0.55	2.07	2.79
225	303688	3610	1047944933	1082185	0	0	0	0	265245325	276873	0	0	0	0	224	0	0.0	0.26	2.42	3.2
256	304120	3968	1372851736	1345842	0	0	0	0	346693948	342622	0	0	0	0	255	0	0.0	0.51	3.51	4.12
289	304417	4334	1775047772	1690531	0	0	0	0	447744552	429233	0	0	0	0	288	0	0.0	2.36	4.72	5.06
