node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	300635	1601	6266491	33082	0	0	0	0	2504174	13899	0	0	0	0	49	49	7.530938775510204	1.09	2.67	3.99
100	301226	2173	16188355	81178	0	0	0	0	5735346	30718	0	0	0	0	99	99	8.94044444444445	0.03	1.17	2.96
150	301829	2750	27578720	136785	0	0	0	0	8865253	47450	0	0	0	0	149	149	9.031825503355703	0.34	1.03	2.44
200	302373	3330	34319545	170641	0	0	0	0	11974880	63645	0	0	0	0	199	199	8.918185929648244	0.17	1.92	2.78
250	302957	3915	46273654	226718	0	0	0	0	15929333	83240	0	0	0	0	249	249	9.507610441767072	0.92	4.07	4.43
300	303496	4511	58128931	274749	0	0	0	0	19196790	98431	0	0	0	0	299	299	9.799816053511712	0.58	5.16	5.88
