node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	300620	1603	4441702	15591	0	0	0	0	2259280	7896	0	0	0	0	49	49	0.44808163265306117	0.12	2.21	18.99
100	301194	2155	15614944	37457	0	0	0	0	7877632	18847	0	0	0	0	99	90	0.5882333333333334	0.12	1.07	13.21
150	301753	2717	33877009	68989	0	0	0	0	17040453	34631	0	0	0	0	149	88	0.6256477272727273	0.18	0.87	9.28
200	302324	3268	57838325	99860	0	0	0	0	29037375	50078	0	0	0	0	199	128	0.7129140624999997	0.13	1.62	7.12
250	302870	3835	89011070	140161	0	0	0	0	44672454	70263	0	0	0	0	249	98	0.5982653061224494	0.26	1.73	5.57
300	303497	4398	125731578	180889	0	0	0	0	63063176	90645	0	0	0	0	299	128	0.7405703125	2.3	2.67	5.07
