node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	14972	200	180	5.8033777777777775
50	29872	200	181	5.4016850828729295
50	43954	200	200	4.270889999999998
50	58034	200	200	3.379850000000001
50	72882	200	147	3.1813469387755093
50	86965	200	192	3.667515625000002
50	102150	200	55	5.028454545454545
50	117222	200	88	2.7811250000000007
50	132295	200	36	2.0153333333333334
50	146914	200	152	3.898381578947369
50	161985	200	113	2.8858230088495564
50	177051	200	76	3.7528026315789482
50	192116	200	78	4.195835443037976
50	207178	200	106	4.429339622641511
50	222249	200	139	5.0203525179856126
50	237323	200	145	4.30688275862069
50	252391	200	40	3.4232500000000003
50	267463	200	19	0.8356842105263157
50	282536	200	40	2.9559999999999995
50	297557	200	51	4.0980196078431375
50	312608	200	124	4.761217741935484
50	328128	200	37	3.95908108108108
50	343154	200	116	4.832215517241379
50	358217	200	54	10.921907407407408
50	373269	200	31	2.4712580645161286
50	388322	200	128	4.942930232558138
50	403169	200	187	7.629219251336902
50	418243	200	117	10.59635897435897
50	433001	200	185	4.0722918918918944
50	448060	200	147	4.006122448979591
