node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15071	200	12	5.6245
50	30141	200	29	16.736241379310346
50	45194	200	19	4.885789473684211
50	60217	200	74	24.328000000000003
50	75279	200	37	21.679078947368424
50	90339	200	45	3.429666666666667
50	105407	200	129	5.024534883720931
50	120460	200	141	14.991978723404257
50	135489	200	103	12.700708737864085
50	150559	200	40	2.96935
50	165632	200	22	2.968136363636364
50	180701	200	52	4.438846153846153
50	195771	200	69	15.398130434782608
50	210834	200	97	4.690536082474226
50	225892	200	70	4.177057142857143
50	241529	200	110	4.109509090909091
50	256562	200	128	4.297281249999998
50	271634	200	40	4.230675
50	286603	200	137	11.699854014598534
50	301661	200	117	9.493974358974357
50	316694	200	73	2.9764657534246557
50	331765	200	28	3.758571428571429
50	346822	200	90	4.256144444444445
50	361883	200	128	4.020804687500002
50	376950	200	92	3.244576086956522
50	391664	200	169	12.791218934911244
50	406733	200	34	2.2625882352941176
50	421764	200	76	4.099368421052631
50	436817	200	56	4.016660714285714
50	451889	200	66	3.739969696969696
