node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15043	200	183	6.027808743169403
50	30105	200	137	3.8408613138686154
50	45071	200	180	4.959822222222221
50	59793	200	192	3.5864427083333315
50	74827	200	108	3.2779444444444445
50	89901	200	90	4.231133333333332
50	104948	200	115	4.120982608695653
50	119965	200	157	4.06015286624204
50	135030	200	172	4.5441627906976745
50	150086	200	183	3.879120218579235
50	165163	200	162	3.576512345679012
50	180233	200	119	3.429092436974791
50	195274	200	159	3.5499308176100626
50	210223	200	134	3.2741567164179117
50	225281	200	102	2.580166666666668
50	240337	200	176	3.590965909090909
50	255369	200	174	3.0173965517241395
50	270405	200	170	5.457229411764706
50	285435	200	154	4.249155844155843
50	300430	200	162	4.881074074074075
50	315503	200	182	4.521434065934069
50	330542	200	133	3.134488721804511
50	345491	200	176	3.8581988636363604
50	360534	200	136	3.606117647058824
50	375611	200	107	3.7151028037383194
50	390667	200	130	4.02140769230769
50	405670	200	155	3.568870967741936
50	420741	200	62	3.2578064516129035
50	435709	200	182	4.965582417582415
50	450782	200	102	3.4709803921568634
