node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	300613	1588	19211226	154616	0	0	0	0	5486469	44106	0	0	0	0	48	48	8.655354166666667	0.1	2.83	4.39
64	300795	1758	24101821	200091	0	0	0	0	6693514	55775	0	0	0	0	63	63	7.641047619047619	0.47	1.47	3.34
81	300989	1950	33517913	262795	0	0	0	0	9078910	71937	0	0	0	0	80	80	8.882725	0.08	1.13	2.73
100	301208	2187	41527422	335097	0	0	0	0	11202170	91050	0	0	0	0	99	99	8.577707070707065	0.03	1.11	2.39
121	301449	2401	56050835	433675	0	0	0	0	15066361	117069	0	0	0	0	120	120	9.633608333333338	0.11	1.22	2.23
144	301706	2780	78286935	566558	0	0	0	0	20868218	151553	0	0	0	0	143	143	11.602237762237763	0.14	1.47	2.28
169	301999	3021	93384664	670942	0	0	0	0	24407441	177198	0	0	0	0	168	168	11.896702380952386	0.11	1.49	2.28
196	302297	3311	107134789	789324	0	0	0	0	28106043	208417	0	0	0	0	195	195	11.759348717948713	0.32	2.04	2.65
225	302661	3712	136703721	969606	0	0	0	0	35602372	254197	0	0	0	0	224	224	13.252973214285708	0.64	2.55	3.13
256	302949	4035	164029996	1136946	0	0	0	0	42433331	296402	0	0	0	0	255	255	13.783847058823534	3.23	4.91	4.62
289	303364	4347	182485760	1275672	0	0	0	0	47322105	332626	0	0	0	0	288	288	13.691968750000013	0.12	4.91	5.93
