node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	300624	1598	6125600	32581	0	0	0	0	2465540	13744	0	0	0	0	49	49	7.4518163265306105	0.14	3.55	4.24
100	301215	2168	15578898	79578	0	0	0	0	5573625	30237	0	0	0	0	99	99	8.74460606060606	0.03	1.48	3.16
150	301796	2732	27592362	136874	0	0	0	0	8865637	47454	0	0	0	0	149	149	8.968087248322153	0.08	1.24	2.68
200	302381	3306	33520485	167820	0	0	0	0	11756726	62683	0	0	0	0	199	199	8.798989949748744	0.42	1.47	2.52
250	302888	3877	47204962	228614	0	0	0	0	16204187	84038	0	0	0	0	249	249	9.538020080321283	0.08	2.06	2.88
300	303496	4468	57950556	273776	0	0	0	0	19142581	98117	0	0	0	0	299	299	9.770929765886294	0.2	2.26	3.14
