node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	300612	1589	10380635	59144	0	0	0	0	2937175	16776	0	0	0	0	48	48	8.7861875	0.33	3.35	5.34
64	300784	1759	12814702	72132	0	0	0	0	3535469	19986	0	0	0	0	63	63	7.994857142857141	0.13	1.54	3.98
81	300991	1950	20838473	115673	0	0	0	0	5637807	31466	0	0	0	0	80	80	10.184700000000001	0.15	0.96	3.03
100	301213	2164	23473064	132828	0	0	0	0	6314852	35786	0	0	0	0	99	99	8.64773737373737	0.03	0.9	2.47
121	301441	2401	42599718	252880	0	0	0	0	11179261	66459	0	0	0	0	120	120	11.799716666666665	0.34	1.29	2.37
144	301711	2662	55041550	321017	0	0	0	0	14319055	83532	0	0	0	0	143	143	12.815363636363642	0.12	1.55	2.41
169	302008	2949	49913786	270825	0	0	0	0	13173631	71641	0	0	0	0	168	168	10.703232142857146	0.32	1.75	2.51
196	302309	3259	62716659	345683	0	0	0	0	16307056	90014	0	0	0	0	195	195	11.433892307692302	0.32	2.07	2.79
225	302624	3586	81320812	435846	0	0	0	0	21092476	113308	0	0	0	0	224	224	12.527325892857148	0.13	2.41	3.19
256	302959	3951	114667658	607124	0	0	0	0	29660445	157503	0	0	0	0	255	255	16.414180392156858	0.49	2.82	3.64
289	303359	4329	133790621	739661	0	0	0	0	34747011	191895	0	0	0	0	288	288	14.362215277777779	0.4	3.28	4.19
