node_count	traffic_ms	software_ms	offset_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	duration_ms	rtt_avg_ms	load1	load5	load15
50	200	1017	0	34926	411	0	0	0	0	17836	210	0	0	0	0	200	0	2000	0	2.10	1.17	0.97
50	165	937	2000	56592	658	0	0	0	0	29698	345	0	0	0	0	200	0	2000	0	2.26	1.22	0.99
50	170	934	4000	64986	761	0	0	0	0	33922	397	0	0	0	0	200	0	2071	0	2.32	1.25	1.00
50	237	1368	6000	76616	896	0	0	0	0	40928	478	0	0	0	0	200	0	2001	0	2.33	1.29	1.01
50	172	969	8000	92634	1059	0	0	0	0	48166	551	0	0	0	0	200	0	2000	0	2.34	1.34	1.04
50	172	939	10000	99416	1144	0	0	0	0	51620	594	0	0	0	0	200	4	2010	0	2.21	1.36	1.05
50	220	1222	12000	132310	1381	0	0	0	0	68610	719	0	0	0	0	200	9	2000	0	2.24	1.41	1.07
50	223	1135	14000	147288	1416	0	0	0	0	76506	741	0	0	0	0	200	10	2001	0	2.04	1.41	1.08
50	223	1145	16000	191782	1627	0	0	0	0	98136	840	0	0	0	0	200	11	2010	0	2.32	1.52	1.12
50	248	1241	18000	231436	1912	0	0	0	0	118928	992	0	0	0	0	200	13	2001	0	2.61	1.63	1.16
50	216	1163	20000	273536	2158	0	0	0	0	139780	1118	0	0	0	0	200	22	2045	0	2.46	1.68	1.19
50	172	1059	22000	387186	2845	0	0	0	0	196514	1457	0	0	0	0	200	42	2000	0	1.95	1.63	1.19
50	186	946	24000	484910	3441	0	0	0	0	245472	1756	0	0	0	0	200	57	2133	0	1.91	1.64	1.21
50	229	1156	26000	598518	4241	0	0	0	0	303360	2168	0	0	0	0	200	79	2011	0	2.29	1.79	1.27
50	204	1170	28000	747924	5068	0	0	0	0	377658	2577	0	0	0	0	200	91	2000	0	2.18	1.81	1.30
50	182	943	30000	912604	6288	0	0	0	0	459536	3182	0	0	0	0	200	109	2227	0	2.20	1.83	1.32
50	214	1241	32000	1032204	7100	0	0	0	0	520154	3597	0	0	0	0	200	122	2038	0	2.43	1.93	1.38
50	231	1255	34000	1126538	7491	0	0	0	0	567186	3793	0	0	0	0	200	122	2000	0	1.53	1.77	1.34
50	172	953	36000	1318492	8832	0	0	0	0	662706	4457	0	0	0	0	200	135	2001	0	1.15	1.64	1.32
50	246	1207	38000	1502052	10000	0	0	0	0	754792	5044	0	0	0	0	200	147	2000	0	1.39	1.64	1.33
50	166	936	40000	1582006	10433	0	0	0	0	794976	5258	0	0	0	0	200	158	2000	0	1.14	1.54	1.31
50	173	927	42000	1748944	11224	0	0	0	0	878592	5660	0	0	0	0	200	155	2000	0	1.17	1.48	1.30
50	165	934	44000	1807196	11366	0	0	0	0	907432	5728	0	0	0	0	200	165	2001	0	0.64	1.28	1.24
50	167	935	46000	2149742	13575	0	2	0	0	1079028	6836	0	0	0	0	200	178	2000	0	0.46	1.13	1.19
50	165	917	48000	2191384	13870	0	0	0	0	1099802	6983	0	0	0	0	200	174	2000	0	0.63	1.06	1.16
50	177	1018	50000	2224194	13539	0	0	0	0	1116498	6821	0	0	0	0	200	176	2000	0	0.49	0.95	1.12
50	167	949	52000	1640250	9767	0	0	0	0	824514	4935	0	0	0	0	200	129	2000	0	0.19	0.79	1.05
50	168	952	54000	2505948	14926	0	0	0	0	1257620	7518	0	0	0	0	200	180	2000	0	0.33	0.72	1.01
50	165	951	56000	2768776	17184	0	0	0	0	1389406	8651	0	0	0	0	200	199	2000	0	0.12	0.59	0.94
50	170	944	58000	2750832	16436	0	0	0	0	1380328	8276	0	0	0	0	200	193	2000	0	0.29	0.54	0.90
