node_count	traffic_ms	software_ms	offset_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	duration_ms	rtt_avg_ms	load1	load5	load15
49	241	4644	0	10434308	45466	0	2462	0	0	2868038	12570	0	0	0	0	200	98	2279	56	3.94	2.12	1.50
49	185	5868	2000	12783852	55478	0	2500	0	0	3597672	15686	0	0	0	0	200	102	2401	53	3.65	2.11	1.51
49	187	5471	4000	13659056	59270	0	2478	0	0	3789764	16535	0	0	0	0	200	123	2453	41	3.55	2.16	1.53
49	188	4606	6000	13264416	59640	0	2516	0	0	3670030	16607	0	0	0	0	200	133	2230	53	3.28	2.17	1.54
49	155	4751	8000	16359364	72598	0	2508	0	0	4550600	20285	0	0	0	0	200	147	2439	47	4.12	2.39	1.63
49	191	5716	10000	17906104	81096	0	2520	0	0	5004128	22768	0	0	0	0	200	156	2420	49	4.00	2.47	1.67
49	159	4568	12000	18641280	85554	0	2469	0	0	5199464	23939	0	0	0	0	200	157	2364	31	4.00	2.55	1.71
49	185	4945	14000	18376658	85470	0	2385	0	0	5143410	24032	0	0	0	0	200	164	2288	30	3.17	2.46	1.70
49	157	4961	16000	20798724	98398	0	2497	0	0	5794590	27505	0	0	0	0	200	172	2266	42	2.49	2.36	1.69
49	188	5224	18000	21204884	99968	0	2456	0	0	5891510	27916	0	0	0	0	200	168	2418	36	2.65	2.40	1.72
49	165	6130	20000	22417578	107815	0	2538	0	0	6251772	30175	0	0	0	0	200	171	2400	41	1.97	2.26	1.70
49	191	5298	22000	22861012	112508	0	2442	0	0	6349348	31382	0	0	0	0	200	176	2266	23	1.21	2.04	1.64
49	160	4478	24000	24041148	120244	0	2494	0	0	6722246	33738	0	0	0	0	200	180	2724	26	1.24	1.97	1.63
49	164	4669	26000	24784892	125082	0	2438	0	0	6938072	35117	0	0	0	0	200	185	2348	27	1.33	1.91	1.63
49	315	5551	28000	30730210	152874	0	2501	0	0	8530722	42606	0	0	0	0	200	127	6044	86	3.13	2.21	1.74
49	309	5882	30000	30508302	152866	0	2616	0	0	8412068	42376	0	0	0	0	200	127	3413	88	2.37	2.16	1.74
49	223	6259	32000	31349086	157604	0	2623	0	0	8641714	43625	0	0	0	0	200	156	2449	41	2.18	2.14	1.75
49	157	4624	34000	29395818	150773	0	2605	0	0	8163168	42043	0	0	0	0	200	181	2154	22	1.72	2.01	1.72
49	195	5396	36000	30804418	159051	0	2498	0	0	8616562	44582	0	0	0	0	200	185	2419	22	2.66	2.18	1.79
49	169	5823	38000	32938838	171887	0	2553	0	0	9140520	47846	0	0	0	0	200	191	2213	21	1.58	1.96	1.74
49	226	5498	40000	33006216	175032	0	2461	0	0	9142688	48610	0	0	0	0	200	197	2253	19	2.42	2.15	1.81
49	200	5212	42000	34873520	182799	0	2469	0	0	9700590	51021	0	0	0	0	200	188	2565	21	1.57	1.97	1.77
49	165	5273	44000	36659940	195599	0	2544	0	0	10155878	54352	0	0	0	0	200	196	2178	17	1.96	1.99	1.79
49	188	5264	46000	38040638	200044	0	2537	0	0	10569114	55789	0	0	0	0	200	185	2186	22	2.10	1.99	1.80
49	162	5539	48000	38938144	206854	0	2481	0	0	10763020	57334	0	0	0	0	200	190	2251	15	3.93	2.52	1.99
49	196	5565	50000	40522452	217734	0	2553	0	0	11154700	60104	0	0	0	0	200	197	2489	20	3.89	2.77	2.11
49	215	5869	52000	40349852	218021	0	2480	0	0	11201092	60708	0	0	0	0	200	197	2180	19	2.64	2.62	2.10
49	425	4163	54000	41868664	224696	0	2412	0	0	11637976	62607	0	0	0	0	200	195	2000	19	3.06	2.65	2.14
49	159	4619	56000	43117944	231655	0	2505	0	0	11935260	64322	0	0	0	0	200	195	2012	14	2.54	2.59	2.15
49	160	3811	58000	43873024	235617	0	2395	0	0	12111792	65275	0	0	0	0	200	196	2000	14	3.16	2.60	2.17
