node_count	max_range	mean_geo_distance	connectivity_per	connected_median_hop_count	connected_max_hop_count
30	0.0	0.5480661947691722	0.0	0	0
30	0.0	0.4868774737128303	0.0	0	0
30	0.0	0.5006258015448432	0.0	0	0
30	0.0	0.5176968076633803	0.0	0	0
30	0.0	0.5322089653187745	0.0	0	0
30	0.0	0.5319955519192593	0.0	0	0
30	0.0	0.5174828761986504	0.0	0	0
30	0.0	0.4934931804933993	0.0	0	0
30	0.0	0.5105600751186564	0.0	0	0
30	0.0	0.5478527894270598	0.0	0	0
30	0.0	0.4823056351723299	0.0	0	0
30	0.0	0.48576223874207175	0.0	0	0
30	0.0	0.5170631166778333	0.0	0	0
30	0.0	0.5555653667868502	0.0	0	0
30	0.0	0.569778696124418	0.0	0	0
30	0.0	0.5039506985118013	0.0	0	0
30	0.0	0.5298425094348475	0.0	0	0
30	0.0	0.5658639202347662	0.0	0	0
30	0.0	0.5401733286688845	0.0	0	0
30	0.0	0.46679663068519245	0.0	0	0
30	0.0	0.503092167738406	0.0	0	0
30	0.0	0.5197502402174742	0.0	0	0
30	0.0	0.5252830685377299	0.0	0	0
30	0.0	0.5472844531588037	0.0	0	0
30	0.0	0.565438227147228	0.0	0	0
30	0.0	0.5662136308152528	0.0	0	0
30	0.0	0.5228474811582331	0.0	0	0
30	0.0	0.47974471337771163	0.0	0	0
30	0.0	0.4468636464876978	0.0	0	0
30	0.0	0.5604118887770794	0.0	0	0
30	0.0	0.5066274184171945	0.0	0	0
30	0.0	0.4609852723318112	0.0	0	0
30	0.0	0.5218048550886704	0.0	0	0
30	0.0	0.4972142454482479	0.0	0	0
30	0.0	0.4696565343100337	0.0	0	0
30	0.0	0.5164458107659631	0.0	0	0
30	0.0	0.4951173477602942	0.0	0	0
30	0.0	0.5349667193911192	0.0	0	0
30	0.0	0.5472700346470266	0.0	0	0
30	0.0	0.5313459599811032	0.0	0	0
30	0.0	0.5578458355133975	0.0	0	0
30	0.0	0.5036941850318076	0.0	0	0
30	0.0	0.5472043915710527	0.0	0	0
30	0.0	0.5780825538407043	0.0	0	0
30	0.0	0.5460041042867081	0.0	0	0
30	0.0	0.556192743785901	0.0	0	0
30	0.0	0.4753325518632309	0.0	0	0
30	0.0	0.48380794210893335	0.0	0	0
30	0.0	0.5046186442740495	0.0	0	0
30	0.0	0.4801182423825664	0.0	0	0
30	0.0	0.537808947745173	0.0	0	0
30	0.0	0.5303901634698868	0.0	0	0
30	0.0	0.5231424982594275	0.0	0	0
30	0.0	0.5206412787568167	0.0	0	0
30	0.0	0.5256896423499867	0.0	0	0
30	0.0	0.5250073278058613	0.0	0	0
30	0.0	0.535095438462702	0.0	0	0
30	0.0	0.5084967100023458	0.0	0	0
30	0.0	0.5103445733822678	0.0	0	0
30	0.0	0.5642863163399667	0.0	0	0
30	0.0	0.4782152739517838	0.0	0	0
30	0.0	0.5195150495221221	0.0	0	0
30	0.0	0.49544442909446795	0.0	0	0
30	0.0	0.49478259592996254	0.0	0	0
30	0.0	0.5450545025075672	0.0	0	0
30	0.0	0.5107566693994476	0.0	0	0
30	0.0	0.5237727961793677	0.0	0	0
30	0.0	0.564243976535655	0.0	0	0
30	0.0	0.5206028507452318	0.0	0	0
30	0.0	0.4844201822684727	0.0	0	0
30	0.0	0.5241354419185684	0.0	0	0
30	0.0	0.5467776459247894	0.0	0	0
30	0.0	0.5052970052289503	0.0	0	0
30	0.0	0.5476318031398208	0.0	0	0
30	0.0	0.5480715521491846	0.0	0	0
30	0.0	0.48121686208221676	0.0	0	0
30	0.0	0.47891487916361064	0.0	0	0
30	0.0	0.5225757994416389	0.0	0	0
30	0.0	0.5480033870356952	0.0	0	0
30	0.0	0.5529041131907283	0.0	0	0
30	0.0	0.5165351995510078	0.0	0	0
30	0.0	0.5200665981757168	0.0	0	0
