node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	303615	7103	5895408	33218	0	0	0	0	2962324	16788	0	0	0	0	200	200	6	0.0015	0.10950000000000001	0.377
100	306169	10094	14853124	65584	0	0	0	0	7442792	32976	0	0	0	0	200	168	7	0.01	0.017	0.18
150	308736	13133	24519942	87993	0	0	0	0	12296266	44185	0	0	0	0	200	136	5	0.032	0.024000000000000007	0.09150000000000005
200	311408	17114	31792314	102851	0	0	0	0	15963144	51636	0	0	0	0	200	123	4	0.011500000000000002	0.024000000000000004	0.05150000000000001
250	314038	20279	40824492	123582	0	0	0	0	20517158	62033	0	0	0	0	200	93	4	0.03250000000000001	0.041000000000000016	0.05
300	316742	22800	48872270	137987	0	0	0	0	24564502	69247	0	0	0	0	200	77	4	0.051000000000000004	0.05800000000000002	0.05800000000000001
350	319554	25752	60130302	154001	0	0	0	0	30209724	77262	0	0	0	0	200	59	3	0.028500000000000008	0.050000000000000024	0.05850000000000001
400	322397	29238	68344542	174709	0	0	0	0	34353218	87651	0	0	0	0	200	44	4	0.05350000000000001	0.06650000000000003	0.06250000000000001
450	325285	32159	77493676	189002	0	0	0	0	38953510	94819	0	0	0	0	200	54	3	0.05750000000000001	0.06850000000000003	0.07900000000000001
500	328318	35837	87823450	213263	0	0	0	0	44146218	106971	0	0	0	0	200	56	3	0.1025	0.08600000000000003	0.10200000000000002
550	331405	42143	98337790	232895	0	0	0	0	49422256	116788	0	0	0	0	200	38	3	0.05900000000000001	0.07850000000000004	0.10600000000000001
600	334445	42252	111058136	255498	0	0	0	0	55819296	128126	0	0	0	0	200	48	4	0.07450000000000001	0.09100000000000004	0.11250000000000002
650	337777	45464	124478220	281190	0	0	0	0	62542266	140977	0	0	0	0	200	44	3	0.0945	0.10700000000000001	0.12999999999999998
700	340736	52045	131669760	296624	0	0	0	0	66191238	148733	0	0	0	0	200	33	4	0.11450000000000002	0.11700000000000002	0.15099999999999994
750	343956	52102	145634022	317389	0	0	0	0	73180438	159119	0	0	0	0	200	23	5	0.10700000000000001	0.14200000000000004	0.17149999999999999
800	347030	54968	153770304	338872	0	0	0	0	77303390	169901	0	0	0	0	200	26	4	0.16000000000000003	0.15050000000000002	0.17699999999999996
850	350666	59073	170188980	367226	0	0	0	0	85525088	184078	0	0	0	0	200	27	4	0.14900000000000002	0.15900000000000003	0.191
900	354276	62214	185360050	390959	0	0	0	0	93132178	195977	0	0	0	0	200	31	3	0.12250000000000003	0.1395	0.18799999999999992
950	358107	69181	196192164	417164	0	0	0	0	98562464	209092	0	0	0	0	200	33	3	0.19050000000000003	0.16700000000000004	0.20349999999999996
1000	361683	73961	213918610	437305	0	0	0	0	107474846	219185	0	0	0	0	200	22	5	0.162	0.186	0.22050000000000006
