load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	wait_ms	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.97	1.05	0.94	4	2	2	60000.0	60038	0	153052	713	0	0	0	0	76569	357	0	0	0	0
1.38	1.11	0.97	9	6	6	60000.0	60016	0	627055	2573	0	0	0	0	220260	919	0	0	0	0
1.06	1.10	0.99	16	12	12	60000.0	60008	0	1867787	6053	0	0	0	0	578837	1921	0	0	0	0
0.74	0.99	0.97	25	20	20	60000.0	60006	0	4469698	11758	0	4	0	0	1303693	3531	0	0	0	0
0.73	0.91	0.95	36	30	30	60000.0	60002	0	9048236	20111	0	0	0	0	2534963	5814	0	0	0	0
0.58	0.78	0.89	49	42	42	60000.0	60002	1	17057157	34017	0	6	0	0	4661648	9581	0	0	0	0
0.43	0.66	0.83	64	56	56	60000.0	60002	1	30671628	54405	0	6	0	0	8305253	15036	0	0	0	0
0.28	0.55	0.77	81	72	72	60000.0	60002	1	47738054	79482	0	10	0	0	12627508	21487	0	0	0	0
1.15	0.85	0.85	100	90	90	60000.0	60002	1	75515451	120520	0	4	0	0	19842213	32275	0	0	0	0
