load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	wait_ms	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.16	0.56	0.63	4	2	2	60000.0	60038	2	404042	2674	0	0	0	0	202021	1337	0	0	0	0
0.65	0.54	0.61	9	6	6	60000.0	60003	6	2183985	12001	0	0	0	0	809084	4441	0	0	0	0
0.07	0.35	0.52	16	12	12	60000.0	60009	8	7296393	33739	0	0	0	0	2241803	10494	0	0	0	0
0.01	0.23	0.45	25	20	20	60000.0	60043	11	17693056	70842	0	0	0	0	5123335	20723	0	0	0	0
0.01	0.15	0.39	36	30	30	60000.0	60004	16	33647239	129877	0	0	0	0	10013451	38527	0	0	0	0
0.08	0.12	0.34	49	42	41	60000.0	60107	16	52335192	197054	0	0	0	0	14121771	53639	0	0	0	0
0.03	0.10	0.30	64	56	56	60000.0	60002	30	111283956	351769	0	0	0	0	31939942	100959	0	0	0	0
4.95	3.08	1.47	81	72	67	60000.0	60001	25	150728402	477966	0	0	0	0	39635330	126459	0	0	0	0
1.85	2.47	1.47	100	90	86	60000.0	60001	33	219336107	671072	0	0	0	0	57102595	175700	0	0	0	0
