node_count	time_ms	step_distance_m	n	packets_arrived_pc	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms
50	20134	50	0	32.5	3911085	12316	0	0	0	0	573744	1825	0	0	0	0	200	65	0.22230769230769232
50	20161	50	1	56.00000000000001	58143897	130859	0	92497	0	0	878230	2814	0	1	0	0	200	112	0.20276785714285714
50	20177	50	2	21.5	11454502	48298	0	34399	0	0	567298	1680	0	0	0	0	200	43	0.15481395348837207
50	20166	50	3	45.5	9714469	32547	0	19613	0	0	661401	2429	0	0	0	0	200	91	0.17256756756756755
50	20738	50	4	17.5	20065270	39935	0	20095	0	0	536440	1786	0	0	0	0	200	35	0.14785714285714283
50	20156	50	5	28.000000000000004	3856596	13093	0	0	0	0	549770	1844	0	0	0	0	200	56	0.18896363636363644
50	20174	100	0	4.5	36103816	124873	0	55839	0	0	610534	1562	0	0	0	0	200	9	0.22085714285714284
50	20171	100	1	13.0	91152094	168068	0	103636	0	0	798975	1818	0	0	0	0	200	26	0.1815
50	20161	100	2	34.0	46307431	181395	0	133522	0	0	907799	2611	0	642	0	0	200	68	0.1918363636363636
50	20170	100	3	7.000000000000001	257076574	425825	0	175971	0	0	697446	1604	0	12	0	0	200	14	0.15591666666666668
50	20163	100	4	9.0	84168337	254959	0	261813	0	0	769286	1882	0	14	0	0	200	18	0.1985625
50	20985	100	5	21.0	194638683	396644	0	136222	0	0	903584	2298	0	379	0	0	200	42	0.18480952380952376
50	20169	150	0	1.0	132557988	528538	0	430723	0	0	844169	2238	0	361	0	0	200	2	0.262
50	20175	150	1	3.0	360583475	648746	0	283247	0	0	820764	2360	0	371	0	0	200	6	0.1515
50	20160	150	2	12.5	324026995	1112319	0	631317	0	0	867417	2927	0	812	0	0	200	25	0.21808333333333332
50	20162	150	3	12.5	439549844	1058498	0	449599	0	0	954140	2744	0	390	0	0	200	25	0.2685
50	20169	150	4	1.0	181257039	401245	0	148039	0	0	1084273	2816	0	188	0	0	200	2	0.134
50	20173	150	5	9.0	85501862	189944	0	148602	0	0	1012857	2596	0	0	0	0	200	18	0.18783333333333335
50	20169	200	0	1.0	228239057	506625	0	293128	0	0	1033879	2389	0	23	0	0	200	2	0.166
50	20175	200	1	10.0	161155869	528204	0	406312	0	0	967328	2909	0	209	0	0	200	20	0.1682
50	20163	200	2	17.5	176988342	498929	0	377791	0	0	723414	2214	0	11	0	0	200	35	0.17320000000000005
50	20175	200	3	3.0	134759762	324622	0	158457	0	0	1003061	2678	0	152	0	0	200	6	0.2038333333333333
50	20173	200	4	6.5	154670386	507001	0	303075	0	0	1029649	2834	0	59	0	0	200	13	0.16669230769230764
50	20169	200	5	9.0	158836724	481223	0	404695	0	0	866695	2533	0	13	0	0	200	18	0.17727777777777776
50	20171	250	0	1.5	229148997	644237	0	471383	0	0	781736	2275	0	28	0	0	200	3	0.16233333333333333
50	20343	250	1	8.0	326294276	814287	0	380236	0	0	936227	2385	0	12	0	0	200	16	0.18116666666666667
50	20184	250	2	5.0	343531110	944073	0	324885	0	0	989421	3108	0	182	0	0	200	10	0.2197
50	20169	250	3	5.0	163820826	421258	0	244434	0	0	944589	2493	0	418	0	0	200	10	0.17950000000000005
50	20178	250	4	10.0	137392864	532865	0	320024	0	0	889978	2513	0	5	0	0	200	20	0.20374999999999996
50	20171	250	5	8.0	150977080	429672	0	192301	0	0	867855	2281	0	4	0	0	200	16	0.18100000000000002
50	20169	300	0	8.0	280972470	718836	0	412227	0	0	1059447	3247	0	347	0	0	200	16	0.1810625
50	20158	300	1	3.0	386246839	1162162	0	473370	0	0	895804	2637	0	389	0	0	200	6	0.27225
50	20180	300	2	4.5	149106793	567813	0	459636	0	0	898562	2368	0	172	0	0	200	9	0.15422222222222223
50	20582	300	3	1.0	171096490	480795	0	229834	0	0	964842	2745	0	135	0	0	200	2	0.144
50	20175	300	4	3.5000000000000004	264608327	513918	0	358824	0	0	877662	2016	0	3	0	0	200	7	0.18542857142857141
50	20169	300	5	6.0	184734198	503442	0	342945	0	0	732811	2139	0	100	0	0	200	12	0.1773333333333333
50	20174	350	0	6.0	141989103	553553	0	377076	0	0	891334	2385	0	3	0	0	200	12	0.14608333333333334
50	20173	350	1	2.5	231668323	1082185	0	528384	0	0	4530848	24635	0	2244	0	0	200	5	0.1956
50	20173	350	2	10.5	212488960	601774	0	459737	0	0	824152	2264	0	120	0	0	200	21	0.18319999999999997
50	20181	350	3	2.5	194139632	324883	0	327054	0	0	813666	2290	0	159	0	0	200	5	0.1725
50	20972	350	4	14.000000000000002	77274081	207480	0	138167	0	0	1058490	3141	0	271	0	0	200	28	0.14945454545454548
50	20176	350	5	5.5	215188728	995719	0	448599	0	0	1092462	4455	0	1089	0	0	200	11	0.14127272727272727
50	20167	400	0	11.0	176611523	712056	0	326843	0	0	836360	2228	0	5	0	0	200	22	0.17759090909090905
50	20444	400	1	12.0	126292125	366220	0	187157	0	0	1008250	2614	0	4	0	0	200	24	0.17295652173913043
50	20178	400	2	8.0	84220702	252983	0	197872	0	0	1045151	2546	0	3	0	0	200	16	0.1688125
50	20173	400	3	1.5	213878248	371671	0	201065	0	0	1108472	2533	0	51	0	0	200	3	0.16233333333333333
50	20176	400	4	13.0	206458905	546186	0	327729	0	0	913413	2218	0	5	0	0	200	26	0.17987499999999998
50	20276	400	5	4.5	142309840	489963	0	375832	0	0	970452	2657	0	2	0	0	200	9	0.2618888888888889
