dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	312650	47722396563	150854276	0	1198594	0	0	219835132	836445	0	5442	0	0	660	491	55.22405498981664	0.96	3.86	5.48
berlin-0795	795	316380	14618722911	45867403	0	25926	0	0	359290083	1265187	0	1142	0	0	795	729	21.969880658436207	1.54	3.43	6.72
bielefeld-0246	246	303002	2985897830	11869337	0	24030	0	0	45126113	223795	0	555	0	0	246	246	10.365467479674805	0.16	2.58	6.44
bremen-0835	835	319967	19030362206	62284014	0	135501	0	0	251407768	966416	0	1905	0	0	835	822	25.97229562043795	1.48	3.58	7.26
cologne-area-0279	279	303511	2101814555	7694946	0	5037	0	0	73297199	309918	0	271	0	0	279	279	9.377440860215055	0.61	4.9	10.81
leipzig-0210	210	302552	697578602	2336496	0	530	0	0	72789029	268773	0	0	0	0	210	210	9.543266666666666	0.05	2.08	7.32
ulm-0217	217	302631	1210347483	4638488	0	3031	0	0	47752853	220006	0	6	0	0	217	217	7.5281059907834065	0.6	1.75	5.02
