node_count	time_ms	step_distance_m	n	packets_arrived_pc	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
50	13234	50	0	50.920245398773	2907452	9880	0	0	0	0	427770	1419	0	0	0	0
50	13879	50	1	32.369942196531795	3860682	11989	0	0	0	0	574076	1754	0	0	0	0
50	13433	50	2	30.246913580246915	3853874	16537	0	0	0	0	576910	2341	0	0	0	0
50	13305	50	3	35.714285714285715	2457274	6609	0	0	0	0	369154	995	0	0	0	0
50	13210	50	4	52.72727272727272	3941488	12890	0	0	0	0	596752	1894	0	0	0	0
50	13217	50	5	27.071823204419886	4124780	12096	0	0	0	0	629624	1824	0	0	0	0
50	13308	100	0	18.562874251497004	3816846	8837	0	0	0	0	587614	1397	0	0	0	0
50	13219	100	1	12.578616352201259	2781640	7664	0	0	0	0	420840	1144	0	0	0	0
50	13235	100	2	6.918238993710692	2986494	9247	0	0	0	0	449290	1417	0	0	0	0
50	13226	100	3	23.563218390804597	4124122	20391	0	0	0	0	640708	3310	0	0	0	0
50	13236	100	4	16.883116883116884	2387122	7561	0	0	0	0	351000	1122	0	0	0	0
50	13223	100	5	13.698630136986301	3222204	14126	0	0	0	0	477270	2219	0	0	0	0
50	13206	150	0	21.48148148148148	2507748	8202	0	0	0	0	352366	1197	0	0	0	0
50	13226	150	1	7.55813953488372	3011114	9463	0	0	0	0	440296	1426	0	0	0	0
50	13551	150	2	7.4074074074074066	2444958	6423	0	0	0	0	336158	905	0	0	0	0
50	13247	150	3	11.194029850746269	3140954	8983	0	0	0	0	427262	1345	0	0	0	0
50	13572	150	4	28.26086956521739	3602676	15792	0	0	0	0	499020	2286	0	0	0	0
50	13262	150	5	18.796992481203006	2774634	7349	0	0	0	0	371032	1012	0	0	0	0
50	13236	200	0	4.964539007092199	2950062	6105	0	0	0	0	353856	822	0	0	0	0
50	13315	200	1	15.09433962264151	3487174	12973	0	0	0	0	386336	1364	0	0	0	0
50	13449	200	2	14.788732394366196	3378090	7985	0	0	0	0	416904	1056	0	0	0	0
50	13494	200	3	12.727272727272727	2789238	7285	0	0	0	0	334920	894	0	0	0	0
50	13214	200	4	11.188811188811188	3909674	12397	0	0	0	0	469218	1451	0	0	0	0
50	13234	200	5	25.0	2788018	8657	0	0	0	0	362210	1131	0	0	0	0
50	13216	250	0	7.377049180327869	3213802	7349	0	0	0	0	402108	918	0	0	0	0
50	13231	250	1	17.901234567901234	2676964	8798	0	0	0	0	352362	1193	0	0	0	0
50	13232	250	2	12.582781456953644	3259026	8827	0	0	0	0	433858	1215	0	0	0	0
50	13214	250	3	9.411764705882353	2555924	8924	0	0	0	0	371808	1360	0	0	0	0
50	13935	250	4	15.315315315315313	3224872	7444	0	0	0	0	431406	1099	0	0	0	0
50	13444	250	5	24.03846153846154	2510116	6954	0	0	0	0	321088	946	0	0	0	0
50	13184	300	0	7.4324324324324325	3134398	8037	0	0	0	0	371970	993	0	0	0	0
50	13225	300	1	2.2556390977443606	2562772	6042	0	0	0	0	307036	804	0	0	0	0
50	13225	300	2	2.898550724637681	3115450	7703	0	0	0	0	381878	1039	0	0	0	0
50	13320	300	3	8.666666666666668	3870008	17778	0	0	0	0	490168	2198	0	0	0	0
50	13334	300	4	5.69620253164557	3241456	9424	0	0	0	0	447674	1307	0	0	0	0
50	13228	300	5	11.464968152866243	2708840	7698	0	0	0	0	372948	1086	0	0	0	0
50	13238	350	0	14.000000000000002	3016838	8843	0	0	0	0	406402	1253	0	0	0	0
50	13244	350	1	3.205128205128205	3062696	10330	0	0	0	0	401574	1289	0	0	0	0
50	13240	350	2	24.264705882352942	3519836	12618	0	0	0	0	474256	1612	0	0	0	0
50	13240	350	3	25.396825396825395	3151920	11144	0	0	0	0	424412	1508	0	0	0	0
50	13439	350	4	12.056737588652481	2912220	10284	0	0	0	0	404228	1500	0	0	0	0
50	13320	350	5	25.0	2879324	8626	0	0	0	0	385098	1193	0	0	0	0
50	13388	400	0	19.090909090909093	2713380	7546	0	0	0	0	346130	965	0	0	0	0
50	13237	400	1	5.084745762711865	2948096	7486	0	0	0	0	373102	1019	0	0	0	0
50	13215	400	2	11.904761904761903	2752850	5865	0	0	0	0	343490	851	0	0	0	0
50	13211	400	3	18.01801801801802	3103242	9977	0	0	0	0	380046	1339	0	0	0	0
50	13229	400	4	4.545454545454546	3040104	6162	0	0	0	0	377864	838	0	0	0	0
50	13188	400	5	24.8062015503876	2802398	7511	0	0	0	0	361522	1019	0	0	0	0
