node_count	time_ms	step_distance_m	n	packets_arrived_pc	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
50	13291	50	0	0.6134969325153374	305591856	1005972	0	0	0	0	50275776	165554	0	0	0	0
50	13780	50	1	1.7341040462427744	837678976	1618807	0	0	0	0	136289245	262677	0	0	0	0
50	15525	50	2	0.0	1696568931	1867584	0	0	0	0	245622528	280273	0	0	0	0
50	13657	50	3	2.380952380952381	1420932807	1858382	0	0	0	0	228685843	238468	0	0	0	0
50	13400	50	4	16.969696969696972	532328915	589049	0	0	0	0	87054365	75557	0	0	0	0
50	13272	50	5	2.7624309392265194	32308797	84394	0	0	0	0	4682354	11721	0	0	0	0
50	13388	100	0	1.1976047904191618	30425231	86767	0	0	0	0	4080206	10773	0	0	0	0
50	13407	100	1	0.0	25656663	70063	0	0	0	0	3590171	9404	0	0	0	0
50	13322	100	2	0.628930817610063	35679543	72361	0	0	0	0	4643720	8880	0	0	0	0
50	13376	100	3	0.5747126436781609	24174358	62079	0	0	0	0	3394852	8244	0	0	0	0
50	13288	100	4	0.0	19035347	52863	0	0	0	0	2525339	6711	0	0	0	0
50	13420	100	5	0.684931506849315	21581283	58694	0	0	0	0	3072226	8269	0	0	0	0
50	13291	150	0	0.0	25390985	78930	0	0	0	0	3219465	9575	0	0	0	0
50	13313	150	1	0.0	31021217	82508	0	0	0	0	3974523	9670	0	0	0	0
50	13286	150	2	0.7407407407407408	36111433	95341	0	0	0	0	4077248	10531	0	0	0	0
50	13252	150	3	0.7462686567164178	34476464	117780	0	0	0	0	3138008	10416	0	0	0	0
50	13302	150	4	0.7246376811594203	17390722	57416	0	0	0	0	2332395	7513	0	0	0	0
50	13311	150	5	0.7518796992481203	21273021	66140	0	0	0	0	2789657	8241	0	0	0	0
50	13294	200	0	0.0	17187034	75318	0	0	0	0	2017715	7867	0	0	0	0
50	13198	200	1	0.0	25951801	83971	0	0	0	0	2850723	8512	0	0	0	0
50	13312	200	2	0.0	21528705	67637	0	0	0	0	2604508	7904	0	0	0	0
50	13243	200	3	0.0	21442562	60531	0	0	0	0	2479737	6804	0	0	0	0
50	13345	200	4	0.0	25001419	70117	0	0	0	0	2770111	7555	0	0	0	0
50	13317	200	5	0.78125	23994889	74961	0	0	0	0	2853425	8022	0	0	0	0
50	13327	250	0	0.0	21838421	66295	0	0	0	0	2542071	7244	0	0	0	0
50	13338	250	1	0.6172839506172839	31104487	96845	0	0	0	0	3167628	9723	0	0	0	0
50	13385	250	2	0.0	19609631	57885	0	0	0	0	2576919	7452	0	0	0	0
50	13390	250	3	0.0	18909993	64194	0	0	0	0	2564567	8248	0	0	0	0
50	13259	250	4	0.9009009009009009	16655096	62900	0	0	0	0	2047447	7496	0	0	0	0
50	13335	250	5	0.0	17921957	60479	0	0	0	0	2070527	6921	0	0	0	0
50	13406	300	0	1.3513513513513513	22233906	81291	0	0	0	0	2440411	8758	0	0	0	0
50	13293	300	1	0.0	25267019	77278	0	0	0	0	2838629	8665	0	0	0	0
50	13511	300	2	0.0	25563846	85455	0	0	0	0	2915348	9239	0	0	0	0
50	13362	300	3	0.0	20206872	64420	0	0	0	0	2489475	7842	0	0	0	0
50	13320	300	4	0.6329113924050633	16976579	56706	0	0	0	0	2173251	7254	0	0	0	0
50	13299	300	5	0.0	28565254	79346	0	0	0	0	3829582	10449	0	0	0	0
50	13308	350	0	0.0	28232611	89601	0	0	0	0	3053484	9849	0	0	0	0
50	13314	350	1	0.0	20472278	67858	0	0	0	0	2546910	8505	0	0	0	0
50	13342	350	2	2.2058823529411766	25049197	80720	0	0	0	0	3124806	9718	0	0	0	0
50	13305	350	3	1.5873015873015872	19462326	65732	0	0	0	0	2335017	7848	0	0	0	0
50	13397	350	4	0.7092198581560284	26184350	93464	0	0	0	0	3256956	11031	0	0	0	0
50	13305	350	5	2.2058823529411766	18631166	60491	0	0	0	0	2408922	7749	0	0	0	0
50	13261	400	0	0.0	24625435	79096	0	0	0	0	2971452	8926	0	0	0	0
50	13336	400	1	0.847457627118644	21875064	70096	0	0	0	0	2659666	7959	0	0	0	0
50	13303	400	2	1.5873015873015872	26733732	74571	0	0	0	0	3212163	8207	0	0	0	0
50	13392	400	3	2.7027027027027026	25923248	82941	0	0	0	0	2923610	8887	0	0	0	0
50	13337	400	4	0.0	28680610	102183	0	0	0	0	2883803	9421	0	0	0	0
50	13285	400	5	0.0	25832326	83212	0	0	0	0	3085017	9173	0	0	0	0
