dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	313450	3436672906	3785780	0	65	0	0	180882952	384354	0	3	0	0	660	40	8.749235294117648	1.84	4.04	5.92
berlin-0795	795	318736	3057396884	3329088	0	0	0	0	407137197	594730	0	0	0	0	795	192	1.061677083333333	3.65	5.9	8.81
bielefeld-0246	246	304032	430997246	593976	0	0	0	0	70812917	146617	0	0	0	0	246	14	1.2155384615384615	0.34	2.99	7.22
bremen-0835	835	322422	3007625184	3456434	0	1795	0	0	277993495	535190	0	0	0	0	835	20	3.273928571428572	4.6	6.46	9.14
cologne-bonn-area-0279	279	304548	1164201388	1482004	0	142	0	0	120307588	189007	0	0	0	0	279	95	1.6062526315789474	0.8	4.61	10.44
leipzig-0210	210	302565	392748617	592008	0	0	0	0	79104872	135941	0	0	0	0	210	136	0.5982164179104482	0.51	2.11	6.84
ulm-0217	217	303663	470073741	659823	0	0	0	0	71740508	132478	0	0	0	0	217	61	1.1699464285714283	0.94	2.25	5.07
