dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	312988	247464	5892	0	0	0	0	83118	1979	0	0	0	0	660	0	0.0	0.34	2.5	5.77
berlin-0795	795	317402	264726	6303	0	0	0	0	100128	2384	0	0	0	0	795	0	0.0	0.25	2.85	7.12
bielefeld-0246	246	304003	121842	2901	0	0	0	0	30996	738	0	0	0	0	246	0	0.0	0.25	2.26	6.08
bremen-0835	835	319526	320166	7623	0	0	0	0	105168	2504	0	0	0	0	835	0	0.0	0.08	2.4	6.35
cologne-bonn-area-0279	279	304519	191478	4559	0	0	0	0	35154	837	0	0	0	0	279	0	0.0	0.06	2.28	6.1
leipzig-0210	210	303565	120456	2868	0	0	0	0	26460	630	0	0	0	0	210	0	0.0	0.0	1.3	4.41
ulm-0217	217	303687	135072	3216	0	0	0	0	27342	651	0	0	0	0	217	0	0.0	0.85	1.19	3.3
