dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	314659	24349524476	94570294	0	27	0	0	360699390	1688355	0	0	0	0	660	3	0.5563333333333333	19.57	22.38	16.9
berlin-0795	795	320207	35494398854	167632527	0	0	0	0	973487720	5058609	0	0	0	0	795	184	50.41467934782607	25.3	42.73	70.2
bielefeld-0246	246	303588	29693265768	134443793	0	0	0	0	270100962	1351907	0	0	0	0	246	236	158.99894915254234	18.36	56.54	102.71
bremen-0835	835	382521	57745141580	249497882	0	93304	0	0	913565920	4260479	0	6617	0	0	835	30	231.12860000000003	153.95	140.45	116.45
cologne-bonn-area-0279	279	303590	16657442026	81099233	0	0	0	0	353699352	1788255	0	0	0	0	279	269	24.59308550185873	9.48	23.27	60.27
leipzig-0210	210	302638	3429568086	17574056	0	0	0	0	286633522	1530673	0	0	0	0	210	122	20.115729508196726	2.92	9.97	36.53
ulm-0217	217	302675	8092673868	40700155	0	0	0	0	243799404	1299081	0	0	0	0	217	214	12.733373831775694	8.63	9.12	23.07
