dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	312468	11882469063	49874729	0	185031	0	0	67206225	341118	0	637	0	0	660	617	28.84521880064831	0.77	2.95	5.49
berlin-0795	795	316516	1064778350	5429775	0	24	0	0	45897045	258594	0	15	0	0	795	794	15.871269521410571	0.65	22.21	60.79
bielefeld-0246	246	303047	499384958	3195082	0	34	0	0	13666624	82045	0	12	0	0	246	246	13.65911788617887	0.07	39.14	91.01
bremen-0835	835	319715	2055491965	9231928	0	19909	0	0	50440290	284990	0	90	0	0	835	835	17.916889820359295	1.58	5.72	37.81
cologne-bonn-area-0279	279	303526	289938598	1571681	0	539	0	0	15348404	90148	0	1	0	0	279	279	9.74001433691757	0.77	42.86	96.15
leipzig-0210	210	302640	101504187	506807	0	0	0	0	13603071	74358	0	0	0	0	210	210	10.056019047619042	0.16	8.2	50.89
ulm-0217	217	302681	148066855	805052	0	1	0	0	11140187	65118	0	0	0	0	217	217	8.983299539170506	0.17	3.18	27.54
