dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	312606	2418450010	4357397	0	4	0	0	18570832	125858	0	0	0	0	660	660	4.913363636363633	18.13	17.88	24.41
berlin-0795	795	316667	2135487330	2604015	0	0	0	0	274637590	311625	0	0	0	0	795	795	2.0322691823899364	2.02	8.45	18.74
bielefeld-0246	246	303042	427344962	701147	0	0	0	0	8958808	46466	0	0	0	0	246	246	1.7546097560975615	0.2	3.64	12.78
bremen-0835	835	319167	3192578830	3909409	0	0	0	0	250959652	314070	0	0	0	0	835	835	2.6914107784431143	2.53	18.73	27.47
cologne-bonn-area-0279	279	303530	530586114	734089	0	0	0	0	48381470	74435	0	0	0	0	279	279	1.2038745519713268	0.22	4.14	16.23
leipzig-0210	210	302608	231607208	286368	0	0	0	0	38302816	54840	0	0	0	0	210	210	0.5095380952380951	0.1	1.56	9.13
ulm-0217	217	302672	347915884	417578	0	0	0	0	44950494	59681	0	0	0	0	217	217	0.7699907834101384	0.03	1.02	5.48
