dataset_name	node_count	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
altdorf-0660	660	327404	2131281422	24389907	0	611668	0	0	407534680	4978364	0	233648	0	0	660	10	189.74110000000002	10.28	10.92	16.36
berlin-0795	795	333143	1626990410	18526145	0	42176	0	0	434179316	4667680	0	97707	0	0	795	131	66.15408396946563	6.04	11.23	17.51
bielefeld-0246	246	303484	818196438	7423213	0	683	0	0	234132042	856503	0	2541	0	0	246	246	32.989443089430885	1.95	5.11	12.38
bremen-0835	835	355842	2352920480	25976854	0	142245	0	0	520997342	6076625	0	371919	0	0	835	44	125.43136363636363	11.96	14.04	15.26
cologne-bonn-area-0279	279	305037	537809468	3740052	0	641	0	0	108775728	710040	0	78075	0	0	279	219	35.551698630136976	1.29	4.97	11.68
leipzig-0210	210	302610	972000930	4058489	0	0	0	0	246683568	897462	0	13699	0	0	210	210	9.351504761904764	1.26	3.16	8.27
ulm-0217	217	302945	826085512	4781020	0	0	0	0	210335710	775139	0	56573	0	0	217	217	14.41227188940092	1.66	2.59	5.9
