node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	305404	255	48652	626	0	0	0	0	24576	316	0	0	0	0	49	1	0.421	0.38	1.02	1.26
100	310659	459	94636	1214	0	0	0	0	47626	611	0	0	0	0	99	1	0.386	0.67	0.68	1.01
150	315860	558	153908	1938	0	0	0	0	72980	930	0	0	0	0	149	7	0.5738571428571427	0.45	0.61	0.88
200	320813	758	191392	2444	0	0	0	0	95578	1223	0	0	0	0	199	4	0.39149999999999996	0.57	0.56	0.77
250	326239	856	234918	3013	0	0	0	0	118596	1522	0	0	0	0	249	1	0.296	0.53	0.62	0.76
300	331503	1057	281672	3612	0	0	0	0	141576	1816	0	0	0	0	299	1	0.28	0.34	0.65	0.8
