node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	305185	455	50068160	86699	0	0	0	0	13803741	24384	0	0	0	0	48	0	0.0	1.27	2.2	2.9
64	306693	558	94847304	132850	0	0	0	0	26288986	37228	0	0	0	0	63	0	0.0	0.68	1.42	2.34
81	308429	654	152937208	203651	0	0	0	0	41690100	56070	0	0	0	0	80	0	0.0	0.87	1.3	1.99
100	310327	859	243241408	297060	0	0	0	0	66067804	81067	0	0	0	0	99	0	0.0	1.67	1.59	1.92
121	312391	955	365535370	425556	0	0	0	0	98650505	115296	0	0	0	0	120	0	0.0	1.34	1.47	1.78
144	314728	1158	498341449	560844	0	0	0	0	131567576	148992	0	0	0	0	143	0	0.0	1.87	1.56	1.74
169	317225	1359	665049350	752249	0	0	0	0	172253823	196685	0	0	0	0	168	0	0.0	1.36	1.6	1.76
196	319954	1561	951269622	1048164	0	0	0	0	248032778	275020	0	0	0	0	195	0	0.0	1.9	2.15	2.01
225	322853	1859	1349318861	1496891	0	0	0	0	355053167	395273	0	0	0	0	224	0	0.0	2.6	2.63	2.39
256	325986	2164	1775621042	1911319	0	0	0	0	466191751	503339	0	0	0	0	255	0	0.0	2.45	2.84	2.66
289	329291	2465	2352393566	2484612	0	0	0	0	620071200	655877	0	0	0	0	288	0	0.0	2.31	3.18	2.96
