node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	305295	452	73755096	412088	0	0	0	0	37401520	209194	0	0	0	0	49	34	1.2955294117647058	0.64	1.72	2.21
100	310389	656	174767200	833048	0	0	0	0	87918870	419745	0	0	0	0	99	58	2.245948275862068	0.57	0.96	1.7
150	315468	1058	282125268	1297442	0	0	0	0	141608450	652009	0	0	0	0	149	56	2.221571428571428	0.42	0.72	1.35
200	320660	1356	393990502	1780073	0	0	0	0	197545068	893350	0	0	0	0	199	64	2.111718749999999	0.67	0.79	1.19
250	325814	1660	508247014	2269169	0	0	0	0	254685102	1137911	0	0	0	0	249	61	2.537213114754098	1.12	1.12	1.25
300	330900	2061	626646110	2770891	0	0	0	0	313897308	1388882	0	0	0	0	299	64	2.7609062499999997	0.72	1.13	1.29
