node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1600	300657	33766638	142426	0	0	0	0	10662411	49075	0	0	0	0	50	50	5.640600000000001	0.07	6.91	13.13
100	2172	301272	101170438	373314	0	0	0	0	29389293	118196	0	0	0	0	100	100	7.2940499999999995	0.06	0.64	4.35
150	2751	301907	218354832	715381	0	0	0	0	60687867	215065	0	0	0	0	150	150	8.54714	0.05	0.93	2.12
200	3385	302487	304868782	1014083	0	0	0	0	79517909	288689	0	0	0	0	200	200	8.561039999999997	0.57	1.75	1.81
250	3993	303219	428971391	1348564	0	0	0	0	116037270	393812	0	0	0	0	250	250	8.983404000000005	0.08	1.27	1.49
300	4569	303924	592740315	1811091	0	0	0	0	154593411	509233	0	0	0	0	300	300	8.650880000000003	0.07	2.16	2.64
350	5215	304722	735602349	2247767	0	0	0	0	193826621	632561	0	0	0	0	350	350	9.75668000000001	2.6	3.15	2.88
400	5858	305700	858838972	2653300	0	0	0	0	216841191	720715	0	0	0	0	400	400	10.516779999999999	1.08	4.93	4.54
450	6617	306767	1122494450	3279612	0	0	0	0	257108256	812473	0	0	0	0	450	450	10.052897777777781	2.54	3.21	4.18
500	7329	307985	1187935286	3601478	0	0	0	0	279812550	917828	0	0	0	0	500	500	9.616338000000002	0.73	4.26	4.68
550	8292	309342	1402414932	4061020	0	0	0	0	324651266	1017885	0	0	0	0	550	550	11.238556363636361	0.34	3.63	4.88
600	9050	310800	1561015042	4609821	0	0	0	0	346717394	1111846	0	0	0	0	600	600	10.753793333333329	2.2	6.29	6.98
650	9867	312207	1755313154	4835492	0	0	0	0	429976712	1271717	0	0	0	0	650	650	11.24922307692308	0.46	6.42	8.12
700	11497	313810	1843069593	5238987	0	0	0	0	440395663	1349279	0	0	0	0	700	700	11.105480000000002	4.18	7.68	9.61
750	11891	315794	2175699303	6094029	0	0	0	0	519262372	1559219	0	0	0	0	750	750	12.15413066666666	0.86	7.8	9.93
800	12708	318568	2189927607	6296024	0	0	0	0	509098738	1578849	0	0	0	0	800	800	11.835208750000001	3.26	9.65	11.31
850	13678	321901	2394460012	7095763	0	0	0	0	520332084	1673829	0	0	0	0	850	850	11.386652941176465	3.07	6.62	10.76
900	14883	326722	2700085347	7395739	0	0	0	0	611235803	1810983	0	0	0	0	900	898	12.200220489977744	1.5	9.16	10.95
950	16176	334183	2804351202	7997076	0	0	0	0	609523287	1892020	0	0	0	0	950	909	12.000123212321245	3.16	6.97	11.19
1000	17111	336868	3351536563	9055278	0	0	0	0	759813105	2210349	0	0	0	0	1000	999	13.093311311311314	3.47	8.19	11.16
1050	18667	341473	3353607904	9633225	0	0	0	0	699813913	2193096	0	0	0	0	1050	1049	12.604944709246892	1.87	9.23	13.57
1100	20585	343883	4003820645	10504708	0	0	0	0	847172981	2410744	0	0	0	0	1100	1090	13.479850965961388	12.25	13.14	17.38
1150	20899	347099	4141700382	11379055	0	0	0	0	900974008	2669769	0	0	0	0	1150	1137	13.48139099735216	4.94	8.6	12.58
1200	23254	352729	4323134237	11560562	0	0	0	0	906594650	2638857	0	0	0	0	1200	1186	13.92060101867573	4.99	10.01	13.43
1250	25346	356096	4726306362	12575840	0	0	0	0	995710705	2884241	0	0	0	0	1250	1080	13.59656163113994	2.53	10.69	17.82
1300	27301	358422	4554401220	12476424	0	0	0	0	1029185213	3047412	0	0	0	0	1300	1276	14.658638582677177	6.86	13.31	18.24
1350	30415	362940	5353889555	13718260	0	0	0	0	1180011534	3264544	0	0	0	0	1350	1345	14.7255876211782	7.65	12.24	22.74
1400	31666	363179	5138502978	13971504	0	0	0	0	1128069803	3322412	0	0	0	0	1400	1386	12.494063583815029	9.11	13.26	18.63
1450	33999	370596	6384895950	16185246	0	0	0	0	1307908822	3599018	0	0	0	0	1450	1407	13.467972779369635	9.76	14.12	20.24
1500	36138	379083	5773661198	16067029	0	0	0	0	1224066769	3700924	0	0	0	0	1500	1494	12.40182238605895	8.69	15.64	21.76
1550	39164	384228	6953501139	17217228	0	0	0	0	1556977024	4144139	0	0	0	0	1550	1541	13.416348534201925	34.95	25.25	26.66
1600	42118	398878	6963051157	17649460	0	0	0	0	1485366788	4093628	0	0	0	0	1600	1578	12.20344670050764	8.41	13.55	24.6
1650	44464	403788	7405794331	18800199	0	0	0	0	1559684502	4305181	0	0	0	0	1650	1610	12.263223397635338	13.79	19.47	25.78
1700	51877	413941	7883206086	19244901	0	0	0	0	1699888443	4505298	0	0	0	0	1700	1667	12.991241109101876	8.72	15.24	24.85
