node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	320046	300637	95129183	421655	0	0	0	0	13996162	62544	0	0	0	0	49	49	4.784020408163266	0.69	19.7	28.49
64	1756	300809	143894369	615267	0	0	0	0	20285803	87784	0	0	0	0	64	64	5.3362968749999995	0.04	1.08	9.12
81	1947	301029	218043880	844313	0	0	0	0	30085805	117852	0	0	0	0	81	81	5.389296296296297	0.15	1.55	3.83
100	2264	301270	319669996	1156671	0	0	0	0	43907206	160651	0	0	0	0	100	100	6.3426	0.03	1.06	1.94
121	2495	301549	412680202	1540429	0	0	0	0	55748327	209713	0	0	0	0	121	121	6.662404958677686	0.03	1.41	2.27
144	2757	301854	634112075	2079532	0	0	0	0	86324104	285065	0	0	0	0	144	144	8.587020833333325	0.7	2.32	2.25
169	3312	302155	777705726	2515520	0	0	0	0	103760830	337681	0	0	0	0	169	169	8.087402366863898	0.66	3.56	3.24
196	3538	302511	887215790	2963224	0	0	0	0	119143856	399633	0	0	0	0	196	196	8.425030612244894	0.28	2.1	2.55
225	4201	302881	1280126964	3999651	0	0	0	0	172940800	540905	0	0	0	0	225	225	10.784511111111117	0.05	2.5	2.76
256	4434	303241	1398477923	4452436	0	0	0	0	186003286	593711	0	0	0	0	256	256	9.53950390625	0.13	2.78	3.23
289	4978	303706	1899224837	5516572	0	0	0	0	249862581	727560	0	0	0	0	289	289	10.597906574394456	0.32	6.49	6.64
324	5361	304277	2145037531	6461324	0	0	0	0	280493212	846745	0	0	0	0	324	324	10.643141975308644	0.1	4.81	5.72
361	6009	304941	2531419912	7573088	0	0	0	0	327558874	983869	0	0	0	0	361	361	12.527024930747933	0.54	4.25	5.86
400	6884	305749	2786565663	8462718	0	0	0	0	360837514	1098605	0	0	0	0	400	400	11.465255000000003	0.78	6.7	7.85
441	7419	306618	3878427797	10646128	0	0	0	0	514708665	1414673	0	0	0	0	441	441	15.268049886621306	1.83	6.39	7.44
484	8326	307634	3554110481	10700023	0	0	0	0	459829548	1385810	0	0	0	0	484	484	12.207126033057854	3.22	6.14	7.17
529	9681	308834	4993022590	12673205	0	0	0	0	643360570	1638264	0	0	0	0	529	529	15.200941398865774	0.88	7.71	10.4
576	9948	311071	10009719782	20083814	0	1173	0	0	1332829381	2672278	0	76	0	0	576	114	13.608552631578956	3.66	8.53	11.15
