node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1580	300633	50630290	210993	0	0	0	0	14195412	59566	0	0	0	0	49	49	5.486265306122449	0.33	5.21	13.69
64	1756	300821	71873810	301880	0	0	0	0	19642910	83086	0	0	0	0	64	64	5.577656250000001	0.07	0.62	4.53
81	1946	301018	108309463	432652	0	0	0	0	29618635	118599	0	0	0	0	81	81	6.442629629629628	1.13	3.68	3.49
100	2171	301252	166552206	622889	0	0	0	0	44112836	165700	0	0	0	0	100	100	7.466659999999997	0.05	0.81	1.59
121	2475	301543	219222049	804891	0	0	0	0	57250103	211551	0	0	0	0	121	121	8.139719008264466	0.02	0.95	1.39
144	2698	301791	287260905	1013775	0	0	0	0	75068213	266151	0	0	0	0	144	144	8.104125000000002	0.41	1.21	1.24
169	2990	302133	383988298	1261272	0	0	0	0	99859127	329666	0	0	0	0	169	169	8.369420118343191	0.11	1.57	2.05
196	3269	302469	554546442	1706158	0	0	0	0	148803304	457885	0	0	0	0	196	196	10.28190306122449	0.28	1.45	1.66
225	3963	302812	706395193	2149920	0	0	0	0	183160190	559741	0	0	0	0	225	225	10.277506666666662	0.52	2.13	2.41
256	4171	303202	903075364	2642454	0	0	0	0	238984081	699853	0	0	0	0	256	256	11.603453125000003	1.39	4.34	3.92
289	4863	303697	1051761915	3147120	0	0	0	0	271974007	815221	0	0	0	0	289	289	12.275352941176473	1.14	3.01	3.22
324	5148	304255	1213131262	3565437	0	0	0	0	311103305	916172	0	0	0	0	324	324	11.434015432098773	0.05	2.5	2.99
361	6058	305000	1588814913	4453461	0	0	0	0	408041987	1145556	0	0	0	0	361	361	12.544069252077561	0.1	2.55	3.19
400	6378	305680	1633314444	4799294	0	0	0	0	420606687	1235666	0	0	0	0	400	400	12.582489999999998	0.75	3.73	4.23
441	7095	306597	2349410877	5975646	0	0	0	0	597023182	1522114	0	0	0	0	441	441	13.807263038548752	3.08	6.31	5.93
484	8078	307580	2324695561	6485161	0	0	0	0	589052743	1646369	0	0	0	0	484	484	15.034842975206617	0.4	6.26	7.17
529	9276	308769	2649762682	7462617	0	0	0	0	678486105	1911105	0	0	0	0	529	529	15.833389413988668	1.4	6.55	8.01
576	9898	309918	3432962419	8406976	0	0	0	0	874308968	2142905	0	0	0	0	576	575	16.74999130434784	36.97	35.47	21.7
625	10424	311524	3868003570	9940718	0	0	0	0	989754746	2545667	0	0	0	0	625	625	18.058603199999975	1.57	8.61	12.66
676	11444	313254	4122327643	10757551	0	0	0	0	1058074623	2760325	0	0	0	0	676	676	19.11143786982249	2.32	7.7	9.98
729	12703	314807	4741978839	11877006	0	0	0	0	1211177483	3032402	0	0	0	0	729	729	20.70231275720166	1.84	8.88	12.05
784	14005	316776	4976485131	12772679	0	0	0	0	1258660750	3232711	0	0	0	0	784	780	20.68949935815148	2.28	11.27	13.31
841	15466	320843	5715878451	14801106	0	0	0	0	1446877485	3749623	0	0	0	0	841	838	21.99963995215311	1.29	8.17	12.16
900	18083	326723	8352131052	18330639	0	0	0	0	2173098579	4768011	0	0	0	0	900	896	30.40678459821429	71.16	62.34	39.74
961	20374	330837	10539563269	21606421	0	0	0	0	2683962697	5509399	0	0	0	0	961	951	27.867677894736815	8.16	10.61	16.57
1024	22850	335530	8127170508	19663680	0	0	0	0	2059726622	4982437	0	0	0	0	1024	1014	26.230980158730162	8.4	15.28	20.09
1089	24849	342156	23558407272	44126094	0	116	0	0	5994659296	11144136	0	49	0	0	1089	195	23.35571794871795	8.08	12.7	16.67
