node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1589	300635	20189519	115531	0	0	0	0	3073638	17657	0	0	0	0	49	49	8.289857142857144	0.35	1.98	13.16
64	1759	300813	28269449	159143	0	0	0	0	4164802	23508	0	0	0	0	64	64	8.640921875000002	0.22	0.41	4.31
81	1953	301041	37901166	214505	0	0	0	0	5389761	30600	0	0	0	0	81	81	9.301975308641977	0.07	0.27	1.83
100	2166	301263	48086115	271565	0	0	0	0	6723738	38086	0	0	0	0	100	100	9.299920000000007	0.38	1.53	2.32
121	2410	301542	60608845	334715	0	0	0	0	8380285	46377	0	0	0	0	121	121	9.12638842975207	0.03	0.27	1.13
144	2674	301838	82963687	446100	0	0	0	0	11403839	61521	0	0	0	0	144	144	10.776298611111116	0.17	0.47	1.2
169	2959	302144	102025118	569441	0	0	0	0	13800241	77079	0	0	0	0	169	169	10.883863905325445	0.4	0.51	1.59
196	3275	302529	134263280	718657	0	0	0	0	18178619	97787	0	0	0	0	196	196	12.445122448979594	0.79	0.4	1.24
225	3610	302824	146503174	815746	0	0	0	0	19549902	108805	0	0	0	0	225	225	11.822173333333332	0.16	0.8	1.71
256	3972	303241	223324932	1219575	0	0	0	0	29785299	163367	0	0	0	0	256	256	15.580847656249999	0.32	1.74	2.97
289	4359	303737	237361529	1293205	0	0	0	0	31270961	170497	0	0	0	0	289	289	14.433560553633214	0.08	0.69	3.08
324	4777	304294	237700902	1228712	0	0	0	0	31292860	162272	0	0	0	0	324	324	13.650305555555569	0.42	2.37	4.41
361	5231	304947	284812649	1510700	0	0	0	0	37312591	198250	0	0	0	0	361	361	14.744617728531873	0.27	0.9	2.92
400	5735	305694	338483712	1698793	0	0	0	0	44353819	223049	0	0	0	0	400	400	15.971392500000004	1.11	1.67	4.15
441	6282	306501	394781212	2008043	0	0	0	0	51272794	261402	0	0	0	0	441	441	16.78616099773242	0.24	0.83	3.48
484	6895	307601	465421561	2365750	0	0	0	0	60339260	307496	0	0	0	0	484	484	17.945433884297522	1.46	3.0	5.11
529	7567	308661	514583695	2756171	0	0	0	0	66535063	356589	0	0	0	0	529	529	17.690911153119096	0.61	2.67	6.33
576	8265	310031	591209130	3267400	0	0	0	0	76403323	422555	0	0	0	0	576	529	18.95261814744799	1.36	2.03	5.63
625	9006	311601	814474821	4575154	0	0	0	0	105149966	591613	0	0	0	0	625	562	22.516774021352305	1.16	6.89	9.57
676	9740	313237	901271295	5157004	0	0	0	0	116675053	668315	0	0	0	0	676	604	21.290018211920575	1.11	7.52	12.14
729	10633	314803	991264074	5671245	0	0	0	0	128092445	733258	0	0	0	0	729	609	21.09641215106732	3.09	8.3	13.39
784	11612	317562	1574436704	7413631	0	0	0	0	202721116	955131	0	0	0	0	784	513	28.10680701754386	4.86	9.59	14.7
841	13248	320338	1471492354	7020425	0	0	0	0	190551659	908767	0	0	0	0	841	454	24.76557488986786	5.14	9.13	15.01
