node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1598	300652	10906499	79006	0	0	0	0	4128304	31870	0	0	0	0	50	50	7.3170600000000015	0.34	2.15	8.93
100	2176	301280	24939496	171220	0	0	0	0	8778792	65787	0	0	0	0	100	100	8.193509999999996	0.04	0.72	3.31
150	2747	301888	40953103	270313	0	0	0	0	13977431	101634	0	0	0	0	150	150	8.564493333333333	0.03	0.28	1.43
200	3341	302535	55682659	363808	0	0	0	0	18412054	134022	0	0	0	0	200	200	8.605224999999995	0.01	0.55	1.23
250	3914	303187	70849182	458911	0	0	0	0	23860640	171389	0	0	0	0	250	250	8.787435999999994	1.75	1.24	1.38
300	4497	303883	92660786	579633	0	0	0	0	29788035	209933	0	0	0	0	300	300	9.100923333333332	0.11	0.79	1.86
350	5093	304693	109688272	684090	0	0	0	0	35743699	248635	0	0	0	0	350	350	9.513714285714288	0.24	1.1	2.01
400	5708	305669	128250012	793749	0	0	0	0	40190570	282142	0	0	0	0	400	400	9.327482499999999	0.51	4.0	4.85
450	6433	306693	157075611	947322	0	0	0	0	45892296	320303	0	0	0	0	450	450	9.594033333333341	2.8	3.01	3.79
500	7105	307997	166186156	1022179	0	0	0	0	50497364	354932	0	0	0	0	500	500	9.399418000000002	6.85	5.3	4.95
550	7884	309325	191911313	1159598	0	0	0	0	56660964	395700	0	0	0	0	550	550	9.651376363636363	3.5	2.21	3.72
600	8598	310740	212606855	1280658	0	0	0	0	61408745	430597	0	0	0	0	600	600	9.755683333333334	3.06	4.83	6.37
650	9361	312329	225568202	1364951	0	0	0	0	69726373	479327	0	0	0	0	650	650	10.069778461538462	0.75	2.2	5.53
700	10134	314128	249222268	1490287	0	0	0	0	74825183	516799	0	0	0	0	700	700	10.31038142857143	2.51	3.2	6.87
750	11026	315786	285994532	1675690	0	0	0	0	84734242	571972	0	0	0	0	750	750	11.036830666666667	3.09	7.29	10.08
800	11925	318623	287075473	1730376	0	0	0	0	84748983	592096	0	0	0	0	800	800	10.091027500000006	1.47	7.98	11.18
850	12948	321758	321400071	1922456	0	0	0	0	90648427	634687	0	0	0	0	850	850	10.325232941176465	3.73	3.04	7.47
900	13536	324621	344286173	2044164	0	0	0	0	99090630	685568	0	0	0	0	900	900	10.80405222222222	0.49	7.64	11.06
950	16261	330601	369227122	2202595	0	0	0	0	104657648	730549	0	0	0	0	950	950	10.497867368421035	2.27	2.51	7.46
1000	19151	336524	408619352	2393655	0	0	0	0	117321446	801555	0	0	0	0	1000	1000	11.629951999999994	3.28	7.87	11.36
1050	16416	337589	430538319	2540768	0	0	0	0	118281093	824837	0	0	0	0	1050	1050	11.007599047619044	5.77	8.87	13.28
1100	19762	344110	472429022	2761779	0	0	0	0	128407307	888807	0	0	0	0	1100	1100	11.490182727272746	9.62	10.19	15.81
1150	21873	348172	497398460	2900705	0	0	0	0	138382835	948763	0	0	0	0	1150	1150	11.996099130434786	2.93	3.75	8.72
1200	20372	351994	523290063	3061037	0	0	0	0	142054555	985325	0	0	0	0	1200	1199	11.913631051752922	5.16	9.61	13.7
1250	24675	357553	544546981	3208096	0	0	0	0	149055950	1037983	0	0	0	0	1250	1250	12.1249136	11.51	11.29	17.21
1300	22536	357455	542576074	3228810	0	0	0	0	158372214	1092374	0	0	0	0	1300	1300	11.555220769230768	13.3	28.82	33.33
1350	23805	364315	587892955	3478400	0	0	0	0	166950100	1152793	0	0	0	0	1350	1349	12.393233506300959	8.18	10.96	19.87
1400	27724	363527	602394121	3582752	0	0	0	0	170791096	1188044	0	0	0	0	1400	1398	9.822493915533293	6.51	10.98	17.55
1450	26856	368247	617058400	3757086	0	0	0	0	171185903	1228348	0	0	0	0	1450	1244	10.358080385852078	6.12	11.65	18.87
1500	30774	374287	668746210	3962370	0	0	0	0	186015147	1298645	0	0	0	0	1500	1500	10.543171333333328	11.29	16.25	21.94
1550	31712	379668	706218082	4172578	0	0	0	0	202478461	1391170	0	0	0	0	1550	1544	10.402277741726145	9.26	14.86	23.2
1600	35244	398963	710241391	4340633	0	0	0	0	202541533	1446466	0	0	0	0	1600	1538	11.243695368558367	11.51	17.61	27.05
1650	37308	405678	753241180	4569264	0	0	0	0	212874391	1514438	0	0	0	0	1650	1649	10.796089144936323	14.74	19.11	28.03
1700	39550	413610	787996372	4781034	0	0	0	0	226522669	1602010	0	0	0	0	1700	1698	10.367242477876104	7.94	14.23	23.38
1750	42760	416640	806099878	4907955	0	0	0	0	235065633	1662006	0	0	0	0	1750	1750	9.142564719358534	16.37	19.37	29.56
1800	46398	429782	859282110	5266070	0	0	0	0	242483104	1743539	0	0	0	0	1800	1771	9.85503785310734	39.34	27.31	34.12
1850	50097	436050	868303001	5346736	0	0	0	0	250412707	1802930	0	0	0	0	1850	1846	9.5268105320304	50.11	30.71	37.03
1900	53581	450850	1012659902	6025884	0	0	0	0	277164883	1954018	0	0	0	0	1900	1898	11.406891934633634	30.93	31.57	39.04
1950	55806	460815	959352284	5946917	0	0	0	0	271053674	1975276	0	0	0	0	1950	1948	9.339713405238836	15.49	30.37	41.85
2000	60479	479505	1004951861	6245348	0	0	0	0	294947606	2134063	0	0	0	0	2000	1998	10.032343343343339	53.47	36.79	41.39
2050	58429	484180	545724797	3763271	0	0	0	0	152267997	1196230	0	0	0	0	2050	709	13.400343220338984	10.47	13.15	25.78
