node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1582	300625	11047429	63205	0	0	0	0	3229729	18471	0	0	0	0	49	49	9.328	0.16	0.6	6.34
64	1755	300816	15170978	85167	0	0	0	0	4203053	23673	0	0	0	0	64	64	9.320374999999999	0.6	0.51	2.29
81	1943	301017	19390371	109839	0	0	0	0	5298209	30058	0	0	0	0	81	81	9.407592592592595	0.13	0.43	1.65
100	2162	301253	30485433	173253	0	0	0	0	8335488	47373	0	0	0	0	100	100	11.236320000000003	0.35	0.65	1.22
121	2397	301544	37311226	211145	0	0	0	0	9889096	56004	0	0	0	0	121	121	11.072495867768591	0.05	0.17	0.67
144	2664	301792	58131944	346574	0	0	0	0	15385237	91761	0	0	0	0	144	144	13.085687500000006	0.33	1.48	1.8
169	2949	302160	63769961	364753	0	0	0	0	16840727	96550	0	0	0	0	169	169	12.550071005917165	0.17	0.28	0.99
196	3263	302480	60825119	334752	0	0	0	0	15898261	87637	0	0	0	0	196	196	11.17705102040817	0.04	1.2	1.58
225	3597	302846	80084323	437012	0	0	0	0	21072083	115166	0	0	0	0	225	225	12.69258222222222	0.39	0.48	1.28
256	3961	303206	118776197	690922	0	0	0	0	31132393	181324	0	0	0	0	256	256	14.887949218749997	0.39	0.74	1.96
289	4355	303696	128299859	701380	0	0	0	0	33432815	182750	0	0	0	0	289	289	14.954581314878892	0.08	0.57	1.69
324	4764	304259	130211670	696695	0	0	0	0	33530301	179702	0	0	0	0	324	324	14.455762345679007	0.53	1.15	2.1
361	5211	304873	198597763	1065051	0	0	0	0	51161034	274683	0	0	0	0	361	361	18.187592797783932	0.4	1.46	2.56
400	5696	305649	184395743	977030	0	0	0	0	47215858	250591	0	0	0	0	400	400	16.655412499999983	0.6	0.77	2.12
441	6230	306479	224250938	1182657	0	0	0	0	57534159	303845	0	0	0	0	441	441	17.67919727891157	0.13	0.84	2.89
484	6830	307536	244219660	1328902	0	0	0	0	62369663	339734	0	0	0	0	484	484	17.53811776859503	0.85	3.7	5.71
529	7470	308589	292801005	1612444	0	0	0	0	74513579	410561	0	0	0	0	529	529	18.18058034026465	0.92	2.58	5.94
576	8150	309776	292014652	1529828	0	0	0	0	74392223	390082	0	0	0	0	576	576	18.544180555555563	0.82	4.16	10.9
625	8817	311345	514239256	2624700	0	0	0	0	130794195	668764	0	0	0	0	625	625	28.021390400000016	1.96	2.88	7.5
676	9571	312974	360814652	1807191	0	0	0	0	92318229	462817	0	0	0	0	676	676	20.222532544378698	0.55	3.75	9.07
729	10394	314786	497260901	2435115	0	0	0	0	128643413	630215	0	0	0	0	729	729	25.900561042524004	3.17	5.5	8.64
784	11255	317057	581706179	2956694	0	0	0	0	147926745	752514	0	0	0	0	784	782	27.024411538461568	2.76	3.71	8.94
841	12240	319863	570367342	2985386	0	0	0	0	144536756	757533	0	0	0	0	841	837	24.291022754491035	1.18	4.07	9.66
900	13259	324996	562709402	2925814	0	0	0	0	142647068	742582	0	0	0	0	900	900	23.296114571746372	3.52	6.93	18.85
961	14513	332898	687470045	3530377	0	0	0	0	174119606	895209	0	0	0	0	961	961	26.354104058272625	5.4	9.39	14.86
1024	15982	337847	743363245	3731612	0	0	0	0	188505817	946963	0	0	0	0	1024	1021	27.83393725490196	3.74	4.78	11.16
1089	17859	342799	925855318	4798107	0	0	0	0	234473316	1215750	0	0	0	0	1089	991	33.6586292929293	7.17	5.6	12.87
1156	19504	347788	1234821983	5565034	0	0	0	0	313987213	1416593	0	0	0	0	1156	803	36.30260628930817	13.08	10.49	15.04
1225	22987	352157	1135996168	6234407	0	0	0	0	287836388	1581526	0	0	0	0	1225	1061	30.805762039660035	4.43	9.21	17.32
1296	25095	360756	1291049373	7031984	0	0	0	0	327793041	1789165	0	0	0	0	1296	1088	31.652058171745143	3.65	8.3	17.44
1369	26664	363813	1773737593	8737126	0	0	0	0	449984539	2220778	0	0	0	0	1369	988	34.575690329218105	14.29	11.27	20.24
1444	29016	373113	2175636834	9967443	0	0	0	0	551928235	2533287	0	0	0	0	1444	982	36.58089038262665	9.02	10.77	19.01
1521	31319	380139	1855272647	9252918	0	0	0	0	472135444	2357590	0	0	0	0	1521	870	39.838586247086255	11.35	11.5	19.06
