node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1588	300633	18832237	152016	0	0	0	0	5305431	43095	0	0	0	0	49	49	8.54887755102041	0.45	1.74	9.31
64	1752	300816	25679160	204229	0	0	0	0	7091121	56747	0	0	0	0	64	64	8.573093749999998	0.11	0.26	3.1
81	1947	301017	34750720	270666	0	0	0	0	9632663	74879	0	0	0	0	81	81	9.489839506172842	0.3	1.2	2.39
100	2174	301248	46979206	357222	0	0	0	0	12789920	97396	0	0	0	0	100	100	10.272429999999996	3.43	1.74	1.74
121	2451	301531	60160198	446572	0	0	0	0	16015277	119920	0	0	0	0	121	121	10.923884297520665	0.32	0.36	0.95
144	2659	301812	74873152	550736	0	0	0	0	20060870	147830	0	0	0	0	144	144	11.260833333333332	5.36	4.05	2.48
169	2950	302095	90167163	658614	0	0	0	0	24031248	175837	0	0	0	0	169	169	11.730337278106514	0.07	0.49	1.38
196	3281	302497	107595276	782848	0	0	0	0	28276202	206852	0	0	0	0	196	196	12.147387755102043	0.37	0.79	1.29
225	3648	302807	126430115	906983	0	0	0	0	32941000	238068	0	0	0	0	225	225	11.836213333333328	0.51	1.01	1.8
256	3957	303201	157234094	1101204	0	0	0	0	42313666	293674	0	0	0	0	256	256	14.412015625	0.2	1.45	2.72
289	4340	303693	185325359	1280046	0	0	0	0	49169728	338288	0	0	0	0	289	289	14.783363321799305	1.1	1.51	2.43
324	4769	304278	215897558	1468501	0	0	0	0	56831357	385869	0	0	0	0	324	324	15.635447530864202	1.14	2.33	2.8
361	5455	304963	247076244	1678075	0	0	0	0	63607690	434695	0	0	0	0	361	361	15.413091412742375	6.06	3.77	3.55
400	6213	305621	270011665	1831156	0	0	0	0	69405466	473645	0	0	0	0	400	400	15.350247500000002	0.65	1.34	2.93
441	6628	306533	313345185	2099954	0	0	0	0	81103433	544898	0	0	0	0	441	441	16.32711791383218	0.4	2.15	4.14
484	7534	307548	401978627	2555050	0	0	0	0	104443171	663672	0	0	0	0	484	484	20.645547520661154	2.39	3.9	5.82
529	7571	308632	416002473	2695116	0	0	0	0	107026165	695377	0	0	0	0	529	529	19.059062381852545	3.88	6.85	8.45
576	9068	309955	533937967	3287826	0	0	0	0	136814473	845359	0	0	0	0	576	576	23.342039930555515	3.21	13.29	16.18
625	9152	311372	539800896	3415028	0	0	0	0	139009738	880607	0	0	0	0	625	625	22.307895999999996	9.69	7.68	10.87
676	10385	313058	583901314	3683357	0	0	0	0	148964120	943641	0	0	0	0	676	676	21.678266272189365	3.18	11.13	13.13
729	10514	314981	657463847	4132923	0	0	0	0	167528845	1057567	0	0	0	0	729	729	23.28573525377232	1.4	3.39	8.39
784	11590	317339	739467971	4570545	0	0	0	0	187751982	1166009	0	0	0	0	784	784	24.577855867346948	3.85	9.18	12.86
841	12538	320866	803521002	4982837	0	0	0	0	204388413	1272431	0	0	0	0	841	841	25.27449821640902	10.56	12.42	14.29
900	13674	322519	852295917	5321772	0	0	0	0	216564926	1357682	0	0	0	0	900	900	24.57967444444444	4.07	20.16	28.0
961	15454	325200	957056738	5900147	0	0	0	0	242936036	1503511	0	0	0	0	961	961	23.22356919875131	4.51	10.23	15.79
1024	17994	330557	1082618689	6576130	0	0	0	0	274745291	1674707	0	0	0	0	1024	1024	28.04949609375003	12.51	10.44	15.84
1089	26964	344074	251256436	2517747	0	0	0	0	64113209	642441	0	0	0	0	1089	0	0.0	3.06	13.56	19.07
