node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1587	10422	10994770	43721	0	0	0	0	5559848	22116	0	0	0	0	49	49	14.129551020408165	1.04	1.1	0.48
100	2147	21021	47389951	183172	0	0	0	0	23825147	92100	0	0	0	0	99	99	24.493020202020194	0.39	1.16	0.69
150	2709	31584	111648179	420867	0	0	0	0	56022196	211180	0	0	0	0	149	149	36.72811409395973	2.53	4.08	2.2
200	3279	42130	211358569	754425	0	0	0	0	105956699	378198	0	0	0	0	199	199	54.17039195979901	3.19	4.58	3.12
250	3854	52664	329238991	1197899	0	0	0	0	164959258	600276	0	0	0	0	249	249	66.28082730923693	0.8	3.56	3.35
300	4491	63354	491462819	1749460	0	0	0	0	246142245	876271	0	0	0	0	299	299	84.27504013377927	4.14	5.74	4.4
350	5065	74105	695231770	2435397	0	0	0	0	348099672	1219402	0	0	0	0	349	349	101.1064011461318	4.1	6.47	5.19
400	5772	84649	966111177	3220132	0	0	0	0	483663052	1612130	0	0	0	0	399	398	132.1397336683417	3.0	7.75	6.38
450	6414	95390	1310558427	4152475	0	0	0	0	656009658	2078583	0	0	0	0	449	447	185.78590827740504	5.62	9.79	7.98
500	7213	106090	1686744520	5111164	0	0	0	0	844216251	2558173	0	0	0	0	499	498	214.9407248995983	6.27	10.7	9.38
550	8419	117049	1970785512	6228872	0	0	0	0	986257565	3117254	0	0	0	0	549	548	199.95829927007298	4.31	11.08	10.64
600	10266	127723	2409789114	7450988	0	0	0	0	1205854165	3728557	0	0	0	0	599	598	226.03064046822763	6.76	12.74	12.23
650	10039	138736	3198037870	8798487	0	0	0	0	1600227771	4402619	0	0	0	0	649	649	328.15555315870546	6.45	12.64	13.16
700	11034	150185	5694604877	11530401	0	0	0	0	3635508088	7311619	0	0	0	0	699	1	28.726	8.63	15.33	15.37
