node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1585	10211	5675484	27463	0	0	0	0	837525	4055	0	0	0	0	48	48	7.946916666666667	0.82	14.42	21.66
64	1757	13396	9212971	45975	0	0	0	0	1363600	6798	0	0	0	0	63	63	8.870174603174606	1.19	7.67	17.25
81	1949	16996	15594623	77121	0	0	0	0	2170869	10578	0	0	0	0	80	80	9.952499999999997	0.41	4.02	13.44
100	2166	21022	20724278	104530	0	0	0	0	2959361	14916	0	0	0	0	99	99	10.142424242424243	0.58	2.8	10.58
121	2404	25465	29298157	132893	0	0	0	0	4091003	18678	0	0	0	0	120	120	10.899491666666666	1.22	2.78	8.6
144	2669	30333	40371312	200085	0	0	0	0	5598189	27613	0	0	0	0	143	143	11.71325874125874	0.59	3.04	7.31
169	2954	35625	51777799	254973	0	0	0	0	6796305	33415	0	0	0	0	168	168	11.752029761904762	2.17	4.65	7.11
196	3269	41331	62691994	308132	0	0	0	0	8410357	40957	0	0	0	0	195	195	12.684446153846155	0.34	3.75	6.41
225	3603	47477	92927381	465355	0	0	0	0	12215725	61063	0	0	0	0	224	224	15.262620535714289	0.25	3.69	6.16
256	3958	53996	103173366	491211	0	0	0	0	13920188	66085	0	0	0	0	255	255	14.67149803921568	0.54	3.55	5.92
289	4349	60946	117474218	566471	0	0	0	0	15559763	74701	0	0	0	0	288	288	14.144937499999996	3.03	7.29	7.85
324	4758	68402	152177500	699881	0	0	0	0	20017206	91773	0	0	0	0	323	323	15.987910216718275	1.53	6.64	8.45
361	5225	76315	200366109	929427	0	0	0	0	26276816	122123	0	0	0	0	360	360	18.364747222222217	2.14	7.45	9.39
400	5702	84650	214038889	1113590	0	0	0	0	28667536	148534	0	0	0	0	399	399	17.32407518796993	3.94	10.43	12.12
441	6263	93457	250850756	1237550	0	0	0	0	33473000	165171	0	0	0	0	440	440	18.50293863636364	1.52	7.3	11.25
484	6852	102653	341318571	1630556	0	0	0	0	43900172	209905	0	0	0	0	483	483	22.939699792960674	1.95	8.16	12.53
529	7485	112313	447642170	2307700	0	0	0	0	57295100	294949	0	0	0	0	528	528	24.166922348484842	1.39	6.21	11.54
576	8233	122444	399183926	2006833	0	0	0	0	52021441	260949	0	0	0	0	575	575	21.090226086956523	1.55	6.36	12.11
625	8956	132963	499434049	2590528	0	0	0	0	67908958	348632	0	0	0	0	624	621	23.62685668276974	1.43	11.5	14.44
676	9787	144064	615451021	3305902	0	0	0	0	80174811	431348	0	0	0	0	675	673	24.2747072808321	3.59	13.39	17.2
729	10527	155558	889550128	4552470	0	0	0	0	115830456	590950	0	0	0	0	728	725	33.64678482758617	5.31	13.52	17.94
784	11422	167869	885746024	4749149	0	0	0	0	114807267	616461	0	0	0	0	783	780	27.71256282051279	1.85	12.34	17.97
841	12960	180954	1270368720	6322861	0	0	0	0	166410943	827578	0	0	0	0	840	785	35.057444585987284	3.45	12.9	19.98
900	14697	194663	1322293036	6615078	0	0	0	0	171952715	858963	0	0	0	0	899	772	35.268545336787575	5.34	13.38	22.86
961	18820	211810	1522516787	7223093	0	0	0	0	197320907	934331	0	0	0	0	960	509	33.13314117647057	6.06	12.31	19.9
