node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1583	10217	12785919	50563	0	0	0	0	1868631	7506	0	0	0	0	48	48	5.601541666666667	8.92	23.4	25.32
64	1753	13393	20724184	82124	0	0	0	0	2931514	11769	0	0	0	0	63	63	5.927761904761904	3.16	12.16	20.2
81	1950	16994	33735261	125288	0	0	0	0	4713592	17683	0	0	0	0	80	80	6.606325	2.18	6.77	15.95
100	2203	21011	48505773	174821	0	0	0	0	7156294	25993	0	0	0	0	99	99	7.140686868686868	2.67	4.68	12.65
121	2518	25459	65653823	235357	0	0	0	0	9728930	34775	0	0	0	0	120	120	7.533633333333335	3.36	4.53	10.32
144	2805	30337	126561606	414089	0	0	0	0	18345541	59944	0	0	0	0	143	143	10.325258741258743	3.93	5.32	8.87
169	3105	35591	209754223	658466	0	0	0	0	28928667	91802	0	0	0	0	168	168	10.250869047619053	5.46	6.67	8.22
196	3460	41328	316266364	939953	0	0	0	0	43193001	128511	0	0	0	0	195	195	11.508015384615385	3.87	7.39	8.01
225	3842	47465	372497562	1169121	0	0	0	0	50369656	157906	0	0	0	0	224	224	11.410236607142853	3.55	7.69	7.83
256	4511	53984	438944548	1394086	0	0	0	0	57193527	183013	0	0	0	0	255	255	11.98030196078432	3.38	7.57	7.6
289	4890	60990	631884529	1932746	0	0	0	0	87686720	267207	0	0	0	0	288	288	15.637642361111107	4.68	9.33	8.29
324	5734	68419	882261201	2610504	0	0	0	0	116577176	347136	0	0	0	0	323	323	15.848476780185761	2.92	10.44	9.75
361	6513	76289	1073893786	3075936	0	0	0	0	142516731	410437	0	0	0	0	360	360	16.71083888888888	3.3	11.0	10.67
400	7181	84676	1229429024	3548403	0	0	0	0	160374406	463592	0	0	0	0	399	399	17.472360902255634	4.56	15.0	13.61
441	8204	93439	2244447282	5417076	0	0	0	0	291512157	705654	0	0	0	0	440	433	14.876103926097008	3.9	12.63	13.65
484	8098	102694	2390216848	6471361	0	0	0	0	320470307	871197	0	0	0	0	483	483	26.329097308488638	6.15	17.7	16.16
529	9417	112349	2172285128	6102102	0	0	0	0	282365398	793938	0	0	0	0	528	526	18.710623574144474	2.93	13.15	15.23
576	10044	123477	2546440497	5856008	0	0	0	0	329828000	759144	0	0	0	0	575	137	19.7585	5.69	19.01	17.62
