node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1583	10208	3944317	18583	0	0	0	0	1126598	5300	0	0	0	0	48	48	8.502895833333334	1.18	9.6	13.35
64	1752	13382	6878656	31516	0	0	0	0	1913117	8692	0	0	0	0	63	63	9.82063492063492	0.17	4.95	10.65
81	1938	16980	8779926	39416	0	0	0	0	2476508	11032	0	0	0	0	80	80	9.773899999999998	0.78	3.09	8.58
100	2152	21000	12977602	62510	0	0	0	0	3716774	17735	0	0	0	0	99	99	10.589454545454544	0.39	2.28	6.96
121	2389	25443	24061410	118305	0	0	0	0	6328197	31043	0	0	0	0	120	120	12.991683333333334	0.38	2.13	5.82
144	2651	30308	28636554	144812	0	0	0	0	7780053	39048	0	0	0	0	143	143	12.737552447552446	0.8	2.23	5.0
169	2940	35575	36258215	168260	0	0	0	0	9632963	44651	0	0	0	0	168	168	13.73570833333334	3.7	4.59	5.39
196	3248	41281	45001280	216039	0	0	0	0	11973182	57272	0	0	0	0	195	195	13.610666666666662	0.25	3.29	4.93
225	3577	47406	69885597	319955	0	0	0	0	18570901	84888	0	0	0	0	224	224	17.058406249999983	0.92	3.13	4.72
256	3936	53944	70087658	320619	0	0	0	0	18434345	84124	0	0	0	0	255	255	15.74112156862745	0.84	4.95	5.66
289	4324	60949	93805347	446395	0	0	0	0	24311463	115259	0	0	0	0	288	288	17.63837847222222	0.91	4.81	6.18
324	4754	68432	132121363	593816	0	0	0	0	33778378	151542	0	0	0	0	323	323	21.80223529411763	0.28	3.4	5.71
361	5191	76297	143604867	701081	0	0	0	0	38856655	186989	0	0	0	0	360	360	19.69106388888889	1.18	4.49	6.21
400	5700	84642	135518748	631690	0	0	0	0	35887948	166040	0	0	0	0	399	399	17.88501002506265	2.35	4.29	6.3
441	6239	93399	160987705	796435	0	0	0	0	42135925	208672	0	0	0	0	440	440	18.559088636363633	0.73	4.59	7.2
484	6860	102636	288846517	1291319	0	0	0	0	74952742	334267	0	0	0	0	483	483	28.01119668737059	0.97	3.29	6.45
529	7431	112311	228130072	1145418	0	0	0	0	59841664	299518	0	0	0	0	528	528	21.242477272727275	3.2	9.42	9.46
576	8081	122408	257576096	1277112	0	0	0	0	68597582	336855	0	0	0	0	575	575	21.135761739130455	1.0	13.87	17.72
625	8788	132971	326448764	1583736	0	0	0	0	85207350	411998	0	0	0	0	624	623	25.289166934189403	3.04	12.58	16.43
676	9568	144000	462795818	2012693	0	0	0	0	119028594	517886	0	0	0	0	675	675	34.0270562962963	3.62	6.62	14.64
729	10324	155462	496790417	2357908	0	0	0	0	126618345	601725	0	0	0	0	728	728	31.419490384615393	2.8	13.67	20.79
784	11171	167410	473020150	2116895	0	0	0	0	120860338	541143	0	0	0	0	783	783	29.793316730523667	3.47	8.59	17.4
841	12206	180016	587118864	2701760	0	0	0	0	150127495	689722	0	0	0	0	840	838	29.95310381861577	4.27	16.4	23.01
900	13122	193704	634256639	2799437	0	0	0	0	162803808	718563	0	0	0	0	899	899	31.106555061179094	5.36	19.28	27.42
961	14150	210083	904177043	3823182	0	0	0	0	230960912	976461	0	0	0	0	960	958	41.9959154488518	7.04	17.74	28.54
1024	15397	227453	813305961	3750062	0	0	0	0	206758632	953708	0	0	0	0	1023	1020	33.20106372549018	3.4	5.27	14.67
1089	17810	243452	947256405	4125811	0	0	0	0	240901463	1050672	0	0	0	0	1088	959	40.64135870698635	6.88	13.25	17.82
1156	19830	258830	937754479	4462020	0	0	0	0	240959260	1143879	0	0	0	0	1155	987	37.356484295845995	3.1	11.2	20.02
1225	21848	273289	1198122946	5385983	0	0	0	0	305154062	1373316	0	0	0	0	1224	1032	43.188517909002854	5.22	9.73	17.59
1296	25038	287958	1224752385	5834815	0	0	0	0	314491339	1497339	0	0	0	0	1295	1076	38.040472609099396	5.23	10.18	18.91
1369	26857	304769	1494043132	6772653	0	0	0	0	381620636	1727199	0	0	0	0	1368	746	48.014574297188794	12.15	13.58	20.82
