node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1597	10424	2632128	11490	0	0	0	0	722600	3322	0	0	0	0	49	49	6.1390816326530615	7.3	22.44	23.18
100	2166	21025	7396931	33787	0	0	0	0	1945262	9627	0	0	0	0	99	99	6.504131313131316	0.72	10.19	17.89
150	2742	31620	16480527	75696	0	0	0	0	4212381	21194	0	0	0	0	149	149	7.173308724832215	0.59	4.97	13.57
200	3335	42189	21746276	105450	0	0	0	0	5583079	30233	0	0	0	0	199	199	6.974929648241207	2.77	4.17	10.59
250	3896	52781	33459065	162047	0	0	0	0	8702635	47213	0	0	0	0	249	249	7.435767068273088	0.52	3.25	8.16
300	4501	63277	40453132	203508	0	0	0	0	10471185	59951	0	0	0	0	299	299	7.383080267558532	0.98	3.67	6.79
350	5071	73970	60541654	298144	0	0	0	0	15785326	87468	0	0	0	0	349	349	8.15264756446991	1.62	6.91	7.92
400	5728	84630	59188934	314545	0	0	0	0	15689048	95746	0	0	0	0	399	399	7.317528822055134	2.82	6.28	7.67
450	6400	95313	82247478	428868	0	0	0	0	20774569	124746	0	0	0	0	449	449	7.844229398663693	0.81	5.2	7.08
500	7058	106061	78493961	440742	0	0	0	0	21078409	136799	0	0	0	0	499	499	7.296048096192382	1.89	4.95	6.8
550	7809	116814	97918611	544120	0	0	0	0	25348393	164941	0	0	0	0	549	549	7.555865209471761	6.81	12.29	10.21
600	8596	127643	115446639	644195	0	0	0	0	29247975	192814	0	0	0	0	599	599	7.691285475792994	4.07	10.74	10.88
650	9355	138352	113764645	669914	0	0	0	0	32635613	219463	0	0	0	0	649	649	7.670550077041602	1.29	5.51	8.98
700	10144	149206	155166188	865986	0	0	0	0	40194347	264721	0	0	0	0	699	699	8.307002861230329	0.55	5.74	9.03
750	10848	160358	156929352	912329	0	0	0	0	44016061	295293	0	0	0	0	749	749	8.305357810413888	4.02	10.84	11.46
800	11671	171446	161449657	974447	0	0	0	0	45146151	317657	0	0	0	0	799	799	7.938923654568211	3.96	12.77	14.75
850	12577	182229	182928610	1113465	0	0	0	0	49545175	354204	0	0	0	0	849	849	7.788891637220262	3.19	13.01	14.96
900	14234	194398	204285113	1244372	0	0	0	0	56484180	402071	0	0	0	0	899	898	8.271405345211578	2.69	7.2	14.34
950	14890	207320	241607343	1446907	0	0	0	0	63538532	452035	0	0	0	0	949	948	8.539695147679318	2.28	4.31	9.54
1000	16414	218511	252226275	1531935	0	0	0	0	71205314	504218	0	0	0	0	999	999	8.799028028028031	5.61	13.12	13.47
1050	17672	231944	290280635	1760298	0	0	0	0	75375854	547329	0	0	0	0	1049	1048	8.824568702290074	4.55	10.9	14.79
1100	19452	243623	345332756	2035586	0	0	0	0	86015072	614336	0	0	0	0	1099	1099	9.259898089171974	3.28	10.93	15.67
1150	20695	254200	313795872	1971787	0	0	0	0	88412760	647930	0	0	0	0	1149	1149	9.105080069625744	6.06	6.11	12.74
1200	19547	263919	395964684	2354935	0	0	0	0	99969257	719907	0	0	0	0	1199	1198	9.433616026711194	3.68	7.23	11.24
1250	24186	280814	386875361	2413998	0	0	0	0	103750738	769522	0	0	0	0	1249	1248	9.634553685897421	3.34	13.1	18.45
1300	22208	287999	354781651	2332150	0	0	0	0	107315642	807070	0	0	0	0	1299	1297	9.253800308404015	9.99	14.01	19.47
1350	23907	296790	382540656	2521724	0	0	0	0	114049781	862508	0	0	0	0	1349	1334	8.580874062968508	2.76	9.97	16.51
1400	25553	304115	399968660	2637486	0	0	0	0	119646182	909410	0	0	0	0	1399	1394	7.652022955523677	7.82	13.96	20.23
1450	28270	318794	463982035	2999247	0	0	0	0	131138280	994200	0	0	0	0	1449	1435	7.6062466898954755	12.21	23.12	28.96
1500	28279	333543	473112384	3130880	0	0	0	0	139430437	1066716	0	0	0	0	1499	1479	8.691145368492231	11.21	15.81	22.46
1550	31775	340874	491063254	3254985	0	0	0	0	149511856	1132499	0	0	0	0	1549	1547	8.458594053005815	20.72	36.58	49.98
1600	34727	359366	509818778	3465532	0	0	0	0	154171342	1203036	0	0	0	0	1599	1576	7.53225190355331	10.68	13.38	24.01
1650	36680	368357	532192112	3631564	0	0	0	0	160817454	1258343	0	0	0	0	1649	1644	7.743701338199505	6.39	14.99	23.38
1700	40403	381680	558339733	3821738	0	0	0	0	172328822	1343528	0	0	0	0	1699	1690	7.802060355029598	17.18	17.07	23.81
1750	43296	395709	617331479	4168760	0	0	0	0	187743324	1452848	0	0	0	0	1749	1722	8.026517421602792	22.66	27.66	38.6
1800	46328	408354	612637973	4252983	0	0	0	0	188656607	1494102	0	0	0	0	1799	1796	7.397745545657016	26.89	24.88	34.06
1850	50329	421917	634903734	4433153	0	0	0	0	198966839	1583850	0	0	0	0	1849	1840	6.571679891304337	8.84	21.93	35.72
1900	53934	436198	740922956	4981717	0	0	0	0	219783101	1712532	0	0	0	0	1899	1892	7.734729915433399	17.0	31.78	48.51
1950	56007	449657	724517288	5048380	0	0	0	0	220599407	1767481	0	0	0	0	1949	1921	7.618747527329511	13.99	27.66	39.87
2000	58423	462021	789110575	5371145	0	0	0	0	240163635	1887538	0	0	0	0	1999	1991	7.652298844801581	42.84	29.71	36.02
2050	58335	473727	437983306	3346744	0	0	0	0	127807689	1088323	0	0	0	0	2049	620	10.412137770897845	20.09	17.96	29.62
