load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.94	2.23	1.73	4	2	2	60009	0	39520	131	0	0	0	0	19760	174	0	0	0	0
1.19	1.73	1.60	9	6	6	60017	0	166094	327	0	0	0	0	60838	449	0	0	0	0
1.95	1.91	1.68	16	12	12	60009	0	441928	639	0	0	0	0	145756	892	0	0	0	0
1.04	1.70	1.65	25	20	20	60005	0	939494	1166	0	0	0	0	289704	1545	0	0	0	0
0.20	1.13	1.44	36	30	30	60004	0	1794679	2091	0	0	0	0	534385	2492	0	0	0	0
0.08	0.77	1.26	49	42	42	60002	0	3210932	3612	0	0	0	0	930482	4051	0	0	0	0
0.42	0.73	1.18	64	56	56	60002	1	5197856	4880	0	0	0	0	1476598	5501	0	0	0	0
0.22	0.64	1.09	81	72	72	60001	1	8082273	6195	0	0	0	0	2260580	7605	0	0	0	0
0.18	0.56	0.99	100	90	90	60001	1	11961811	8975	0	0	0	0	3304441	10385	0	0	0	0
