time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13306	50	0	128	46	0
25335	50	0	110	110	0
37377	50	0	120	116	0
49422	50	0	112	112	0
62272	50	0	129	124	0
74326	50	0	145	145	0
86373	50	0	136	136	0
98424	50	0	140	140	0
110454	50	0	130	130	0
122504	50	0	131	131	0
134566	50	0	135	135	0
146599	50	0	127	127	0
158645	50	0	133	133	0
170695	50	0	127	127	0
182742	50	0	121	120	0
194789	50	0	119	119	0
206832	50	0	118	116	0
218875	50	0	131	131	0
230919	50	0	125	125	0
242965	50	0	114	114	0
255014	50	0	130	130	0
267059	50	0	117	117	0
279108	50	0	126	126	0
291139	50	0	127	127	0
303192	50	0	135	131	0
315242	50	0	138	138	0
327288	50	0	125	107	0
339337	50	0	137	137	0
351372	50	0	142	142	0
363406	50	0	131	131	0
