time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
12937	50	0	128	37	0
25608	50	0	110	107	0
38605	50	0	120	99	0
50657	50	0	112	111	0
63008	50	0	129	115	0
75508	50	0	145	140	0
88251	50	0	136	126	0
101255	50	0	140	106	0
113760	50	0	130	122	0
126450	50	0	131	129	0
139236	50	0	135	128	0
151294	50	0	127	127	0
163355	50	0	133	133	0
176386	50	0	127	118	0
189303	50	0	121	109	0
202235	50	0	119	98	0
215248	50	0	118	87	0
228460	50	0	131	128	0
241481	50	0	125	119	0
254510	50	0	114	63	0
267330	50	0	130	110	0
280010	50	0	117	113	0
292963	50	0	126	87	0
305688	50	0	127	115	0
318897	50	0	135	54	0
331915	50	0	138	121	0
345441	50	0	125	46	0
358573	50	0	137	58	0
371592	50	0	142	82	0
385623	50	0	131	90	0
