node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	42225	200	138	1
50	84413	200	73	0
50	126429	200	63	0
50	168616	200	186	1
50	210871	200	181	0
50	253064	200	68	0
50	295163	200	172	0
50	336749	200	191	0
50	378951	200	161	0
50	420821	200	188	0
50	462804	200	179	0
50	504573	200	190	0
50	545890	200	195	0
50	587341	200	179	0
50	629216	200	173	0
50	671143	200	185	0
50	713332	200	176	0
50	755366	200	154	1
50	797485	200	182	0
50	839703	200	95	0
50	881338	200	168	0
50	923151	200	177	1
50	965286	200	185	1
50	1007323	200	193	1
50	1049244	200	181	1
50	1091171	200	166	0
50	1133018	200	169	0
50	1174566	200	167	1
50	1216545	200	161	0
50	1258642	200	156	0
