node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	22125	200	89	1
50	44230	200	62	0
50	66689	200	49	0
50	88780	200	133	0
50	111020	200	91	0
50	133209	200	64	0
50	155143	200	148	1
50	176680	200	177	0
50	198884	200	149	0
50	220682	200	158	0
50	242618	200	162	0
50	264329	200	162	0
50	285578	200	140	0
50	306989	200	141	0
50	328687	200	147	0
50	350563	200	165	0
50	372694	200	102	0
50	394908	200	75	0
50	417008	200	107	0
50	439181	200	64	0
50	460736	200	146	1
50	482463	200	140	0
50	504562	200	160	1
50	526565	200	161	1
50	548438	200	140	0
50	570318	200	143	0
50	592149	200	156	0
50	614194	200	144	0
50	636135	200	131	0
50	658182	200	152	0
