time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13513	50	0	148	29	6
26533	50	0	122	4	3
39547	50	0	129	8	100
52582	50	0	134	4	4
65577	50	0	43	4	8
78614	50	0	132	6	6
91721	50	0	139	9	7
104756	50	0	94	0	0
117757	50	0	45	0	0
130809	50	0	129	0	0
143854	50	0	123	7	9
156905	50	0	133	3	132
169979	50	0	125	5	6
183051	50	0	141	20	60
196098	50	0	159	10	4
209144	50	0	155	11	7
222242	50	0	136	1	7
235285	50	0	146	11	86
248320	50	0	149	9	7
261426	50	0	155	4	3
274486	50	0	143	5	123
287555	50	0	165	3	6
300595	50	0	159	2	9
313654	50	0	139	5	7
326708	50	0	154	3	6
342981	50	0	160	11	50
356268	50	0	159	3	4
369793	50	0	164	6	71
383499	50	0	167	2	6
396537	50	0	170	9	84
