time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
12830	50	0	128	0	0
24875	50	0	110	110	0
37871	50	0	120	72	0
49914	50	0	112	112	0
61961	50	0	129	115	0
74575	50	0	145	138	0
86624	50	0	136	135	0
99558	50	0	140	132	0
112364	50	0	130	124	0
125050	50	0	131	129	0
137836	50	0	135	128	0
149885	50	0	127	127	0
161936	50	0	133	133	0
173984	50	0	127	127	0
186917	50	0	121	109	0
198964	50	0	119	119	0
212202	50	0	118	102	0
225160	50	0	131	128	0
238189	50	0	125	120	0
251113	50	0	114	88	0
263164	50	0	130	109	0
275243	50	0	117	108	0
288237	50	0	126	88	0
300281	50	0	127	124	0
313518	50	0	135	88	0
326425	50	0	138	137	0
339752	50	0	125	80	0
351802	50	0	137	134	0
364654	50	0	142	116	0
376701	50	0	131	131	0
