time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
32065	50	0	128	128	0
64127	50	0	110	110	0
96194	50	0	120	120	0
128254	50	0	112	112	0
160345	50	0	129	129	0
192428	50	0	145	145	0
224510	50	0	136	136	0
256594	50	0	140	140	0
288663	50	0	130	130	0
320744	50	0	131	131	0
352813	50	0	135	135	0
384878	50	0	127	127	0
416945	50	0	133	133	0
449016	50	0	127	127	0
481091	50	0	121	121	0
513159	50	0	119	119	0
545225	50	0	118	118	0
577291	50	0	131	131	0
609357	50	0	125	125	0
641413	50	0	114	114	0
673482	50	0	130	130	0
705552	50	0	117	117	0
737619	50	0	126	126	0
769689	50	0	127	127	0
801756	50	0	135	135	0
833826	50	0	138	138	0
865891	50	0	125	125	0
897962	50	0	137	137	0
930030	50	0	142	142	0
962097	50	0	131	131	0
