node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	41932	200	152	1
50	84023	200	156	0
50	125874	200	168	0
50	167819	200	165	0
50	209103	200	200	0
50	251351	200	175	0
50	293131	200	168	0
50	334978	200	171	0
50	377086	200	183	0
50	418972	200	195	0
50	460966	200	157	0
50	503088	200	166	0
50	545222	200	175	0
50	587251	200	156	0
50	629447	200	136	0
50	671357	200	144	0
50	713444	200	166	0
50	755687	200	159	0
50	796989	200	165	0
50	839239	200	143	0
50	881489	200	129	0
50	923333	200	134	0
50	965592	200	131	0
50	1007697	200	162	0
50	1049895	200	121	0
50	1092023	200	143	0
50	1134210	200	133	0
50	1176384	200	125	0
50	1218546	200	133	0
50	1260620	200	180	0
