node_count	traffic_ms	software_startup_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	303611	5932	8913588	76321	0	0	0	0	4527327	38777	0	0	0	0	200	200	7	0.007000000000000001	0.02900000000000001	0.07700000000000001
100	306171	7773	20550320	152376	0	0	0	0	10358266	76806	0	0	0	0	200	172	7	0.013500000000000002	0.016000000000000004	0.041
150	308739	9564	34468169	225027	0	0	0	0	17331689	113143	0	0	0	0	200	135	6	0.014500000000000002	0.019000000000000006	0.0335
200	311364	11512	51406004	298954	0	0	0	0	25813701	150104	0	0	0	0	200	98	7	0.014000000000000002	0.020500000000000004	0.035
250	314033	13841	70395776	369292	0	0	0	0	35323254	185290	0	0	0	0	200	94	5	0.012	0.026500000000000006	0.037
300	316737	15150	93053155	446474	0	0	0	0	46669561	223910	0	0	0	0	200	78	5	0.0355	0.04350000000000002	0.0465
350	319483	17204	119403532	531310	0	0	0	0	59858189	266361	0	0	0	0	200	63	5	0.06500000000000002	0.06600000000000002	0.06100000000000001
400	322288	18910	150086741	629381	0	0	0	0	75217463	315428	0	0	0	0	200	60	4	0.06350000000000003	0.08050000000000004	0.08200000000000003
450	325193	20806	183718160	725822	0	0	0	0	92053953	363688	0	0	0	0	200	53	4	0.08450000000000003	0.09250000000000003	0.09650000000000003
500	328093	23480	221903802	839972	0	0	0	0	111161083	420801	0	0	0	0	200	40	4	0.07650000000000003	0.09150000000000003	0.11050000000000004
550	331301	24980	263263274	953795	0	0	0	0	131852909	477742	0	0	0	0	200	40	4	0.11750000000000002	0.11250000000000002	0.12749999999999997
600	334216	26581	308823965	1079880	0	0	0	0	154661628	540820	0	0	0	0	200	39	4	0.10800000000000001	0.11800000000000004	0.137
650	337677	29107	357757332	1211128	0	0	0	0	179149319	606496	0	0	0	0	200	44	3	0.10900000000000001	0.12950000000000003	0.15850000000000003
700	340669	30823	412335125	1349500	0	0	0	0	206447960	675702	0	0	0	0	200	37	3	0.0945	0.14149999999999996	0.17249999999999996
750	343903	32168	467996049	1497540	0	0	0	0	234285646	749737	0	0	0	0	200	31	5	0.16150000000000003	0.18050000000000005	0.20299999999999993
800	347171	35649	529069482	1647368	0	0	0	0	264857820	824716	0	0	0	0	200	39	4	0.22149999999999995	0.21600000000000003	0.23450000000000001
850	350750	37426	597089041	1821366	0	0	0	0	298853538	911694	0	0	0	0	200	35	3	0.2805	0.24500000000000005	0.2545
900	354099	38801	664516576	1983176	0	0	0	0	332580765	992620	0	0	0	0	200	30	4	0.211	0.2	0.2355
950	357577	42084	739203496	2164822	0	0	0	0	369913961	1083447	0	0	0	0	200	15	4	0.283	0.2665	0.28550000000000003
1000	361698	42728	809680579	2349372	0	0	0	0	405145153	1175728	0	0	0	0	200	27	3	0.33549999999999996	0.30900000000000005	0.3105000000000001
