node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1992	300624	2306713046	8400898	0	0	0	0	1155257936	4208583	0	0	0	0	50	50	1.5040000000000007	0.43	0.61	0.56
100	2689	301227	6225902912	22704456	0	0	0	0	3114888980	11360597	0	0	0	0	100	100	8.808320000000002	0.92	1.26	0.87
150	3569	301881	10844860456	39028206	0	0	0	0	5424336676	19522430	0	0	0	0	150	138	13.659463768115936	5.52	6.14	3.63
200	4541	303471	668321496	3873290	0	0	0	0	334497388	1938765	0	0	0	0	200	45	6.399000000000001	0.33	1.3	2.32
