node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1598	300639	4173728	13864	0	0	0	0	2125612	7030	0	0	0	0	50	50	0.27604	0.08	0.55	0.97
100	2147	301260	15533156	38554	0	0	0	0	7840130	19397	0	0	0	0	100	90	0.48491111111111096	0.09	0.44	0.44
150	2719	301835	33669777	70400	0	0	0	0	16939841	35344	0	0	0	0	150	113	0.5925486725663717	0.14	2.21	2.11
200	3281	302475	57931335	100506	0	0	0	0	29096707	50414	0	0	0	0	200	140	0.5191357142857144	0.34	3.15	3.17
250	3825	303082	88885906	141106	0	0	0	0	44604634	70730	0	0	0	0	250	157	0.607777070063694	0.27	1.57	2.12
300	4389	303843	126850646	184125	0	0	0	0	63633358	92271	0	0	0	0	300	162	0.5882222222222223	1.84	2.67	2.98
