node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1587	300627	1172323745	7186960	0	0	0	0	325425960	1984099	0	0	0	0	49	49	7.202612244897958	0.0	0.04	0.23
64	1767	300808	2132028173	12703301	0	384	0	0	581975946	3451295	0	32	0	0	64	60	8.069883333333333	0.46	0.3	0.69
81	1969	300992	5757400327	35854349	0	465	0	0	1540276574	9568157	0	46	0	0	81	64	16.221953125000002	1.34	0.96	0.6
100	2208	302236	3209633296	15476578	0	16	0	0	850237135	4087266	0	15	0	0	100	0	0.0	1.39	1.47	1.19
