node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1610	300661	88803355	487931	0	0	0	0	44960986	238533	0	0	0	0	50	50	0.53088	0.25	8.02	127.54
100	2186	301290	339078701	1258669	0	0	0	0	170355225	612828	0	0	0	0	100	100	1.0866399999999998	0.06	0.11	5.7
150	2797	301913	750654425	2296085	0	0	0	0	376284432	1119273	0	0	0	0	150	150	1.823713333333333	0.55	0.56	0.91
200	3343	302532	1322039098	3619774	0	0	0	0	662062652	1764227	0	0	0	0	200	200	2.8839799999999998	1.05	1.05	1.88
250	4009	303188	1523324241	4162676	0	0	0	0	762840612	2047979	0	49	0	0	250	250	3.89218	1.16	1.59	4.26
300	4824	303888	1076945378	3506610	0	0	0	0	537477454	1724485	0	962	0	0	300	300	6.919653333333329	1.71	1.63	4.65
350	5562	304757	862787036	3265086	0	0	0	0	428168516	1598752	0	4752	0	0	350	350	9.103977142857147	1.22	1.52	6.32
400	5995	305705	732253728	3123731	0	0	0	0	360907549	1518355	0	16167	0	0	400	400	12.529787500000005	1.89	1.81	2.73
450	6774	306922	667888540	3022173	0	0	0	0	325306097	1455899	0	18939	0	0	450	447	16.07173154362415	1.31	1.68	2.78
500	7480	308329	634217426	3098601	0	0	0	0	307770431	1487211	0	28223	0	0	500	495	17.78521414141415	1.96	2.98	6.05
550	9385	310135	613891356	3121085	0	100	0	0	293901435	1477115	0	38527	0	0	550	492	21.46709959349595	3.89	5.37	8.64
600	11906	310665	284396026	881265	0	0	0	0	136499971	413616	0	0	0	0	600	600	0.627083333333333	0.89	9.68	13.0
650	13513	312262	328203334	970206	0	0	0	0	158296652	458935	0	0	0	0	650	650	0.6187369230769237	1.1	7.65	10.98
700	15431	314187	377967461	1062286	0	0	0	0	182646603	501950	0	0	0	0	700	700	0.6589071428571429	5.46	8.45	11.12
750	18097	316774	436594413	1203584	0	0	0	0	210364291	565108	0	0	0	0	750	750	0.7094200000000008	3.26	11.06	14.48
800	25457	321944	494461117	1300392	0	0	0	0	238621115	611020	0	0	0	0	800	800	0.6615600000000001	4.03	14.38	19.47
850	44756	328132	561779958	1427791	0	0	0	0	270235258	668063	0	0	0	0	850	850	0.687435294117647	2.56	16.53	22.3
900	52480	331417	630505889	1550794	0	0	0	0	303694982	726673	0	0	0	0	900	900	0.7311422222222217	3.46	20.08	27.78
950	59575	334476	698437845	1665143	0	0	0	0	336079928	777022	0	0	0	0	950	950	0.7479957894736856	5.8	28.72	38.48
1000	57651	337055	784096921	1934380	0	0	0	0	377799604	901452	0	0	0	0	1000	1000	0.8639869999999994	8.01	100.41	146.98
1050	59999	340776	883807324	2234547	0	0	0	0	424285112	1038386	0	0	0	0	1050	1050	0.8197380952380954	9.52	34.44	67.6
1100	68752	344489	984984248	2487983	0	0	0	0	471887843	1150170	0	0	0	0	1100	1100	0.8187381818181827	4.76	39.82	64.82
1150	75638	346359	1083227888	2793932	0	0	0	0	520571073	1299316	0	0	0	0	1150	1150	0.8732043478260871	14.88	51.1	76.94
1200	87458	351980	1209885132	3174304	0	0	0	0	581318937	1483004	0	0	0	0	1200	1200	0.824820833333334	18.23	56.97	102.12
1250	100916	363676	1376515233	3650272	0	0	0	0	660406079	1714407	0	0	0	0	1250	1250	0.9204488	19.49	62.36	108.55
1300	169491	546850	5046749869	10782547	0	0	0	0	2272094609	4878303	0	0	0	0	1300	1300	1.0866815384615385	141.35	160.03	175.53
1350	188965	545334	6820761601	14184613	0	0	0	0	2852119785	6020266	0	0	0	0	1350	1350	1.2872703703703698	102.06	126.35	160.55
1400	194940	542895	6950743496	14462607	0	0	0	0	2837424439	6024557	0	0	0	0	1400	1400	1.3358635714285696	97.83	119.35	154.97
1450	201382	538682	2780573721	6111009	0	0	0	0	1145430738	2613324	0	0	0	0	1450	260	1.2680538461538458	19.41	46.72	101.08
