node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1621	300657	97522694	463886	0	0	0	0	47458648	223396	0	0	0	0	50	50	0.4759	0.06	0.23	26.91
100	2190	301273	375531659	1225050	0	0	0	0	180987619	586739	0	0	0	0	100	100	0.9268500000000004	0.2	0.17	1.33
150	2784	301936	838048368	2272696	0	0	0	0	403032491	1090083	0	0	0	0	150	150	1.8418399999999997	0.45	1.48	3.36
200	3373	302573	1473943088	3609323	0	0	0	0	707824545	1730754	0	0	0	0	200	200	2.5431299999999997	0.93	4.7	10.24
250	4070	303216	1784058645	4226097	0	0	0	0	846050526	2034038	0	0	0	0	250	250	4.134267999999998	1.26	5.66	11.4
300	4810	303934	1445991463	3625280	0	0	0	0	652785094	1717602	0	1725	0	0	300	300	6.705430000000002	1.42	7.64	17.5
350	5415	304743	1356975308	3479703	0	0	0	0	581860883	1621283	0	1896	0	0	350	350	9.277471428571436	2.47	2.47	3.58
400	6163	305742	1351245204	3457619	0	0	0	0	547289413	1577963	0	10067	0	0	400	400	12.223569999999995	1.88	2.58	2.87
450	7322	306828	1469360604	3465678	0	0	0	0	569248960	1535566	0	23884	0	0	450	450	15.509664444444443	2.72	4.69	5.08
500	7714	308110	1591042076	3451538	0	0	0	0	593501059	1491947	0	23981	0	0	500	500	17.469763999999998	1.62	3.59	5.27
550	8977	310222	1816462293	3757529	0	0	0	0	662764892	1588064	0	24091	0	0	550	541	20.264345656192223	2.89	5.76	6.79
600	8834	311562	1779501992	1851073	0	0	0	0	606655057	656859	0	0	0	0	600	0	0.0	3.27	5.95	9.37
50	212846	300640	16057231	37911	0	0	0	0	6070183	15589	0	0	0	0	50	50	0.22304	0.27	57.32	144.46
100	2656	301260	54440132	98227	0	0	0	0	19277390	37694	0	0	0	0	100	100	0.25628999999999996	0.06	16.79	96.76
150	2726	301859	119377381	183365	0	0	0	0	42095821	69181	0	0	0	0	150	150	0.32629333333333316	0.18	5.56	64.29
200	3290	302505	199217605	260190	0	0	0	0	68559009	96059	0	0	0	0	200	200	0.3010549999999999	0.08	2.51	42.36
250	3852	303087	321389762	388275	0	0	0	0	113080361	144404	0	0	0	0	250	250	0.3273720000000001	0.2	1.91	28.06
300	4418	303832	452248169	534370	0	0	0	0	155882269	193417	0	0	0	0	300	300	0.3677833333333333	0.25	3.61	19.99
350	5017	304794	604067483	659511	0	0	0	0	206607687	237218	0	0	0	0	350	350	0.3978885714285715	1.35	4.56	15.11
400	5648	305737	749696009	803862	0	0	0	0	249233598	280657	0	0	0	0	400	400	0.4177349999999997	0.49	3.79	11.29
450	6375	306758	970890553	1022869	0	0	0	0	325063694	355520	0	0	0	0	450	450	0.44421555555555553	1.64	6.22	10.85
500	7080	307889	1160763554	1210546	0	0	0	0	383842912	416875	0	0	0	0	500	500	0.4476139999999999	2.43	5.3	9.47
550	7785	309171	1436417967	1533571	0	0	0	0	480936286	529382	0	0	0	0	550	550	0.48966909090909044	0.96	8.33	10.99
600	8472	310673	1783738062	1883697	0	0	0	0	606971389	656836	0	0	0	0	600	600	0.5183450000000003	5.33	11.12	13.11
650	9178	312266	2083097452	2115692	0	0	0	0	708089065	738588	0	0	0	0	650	649	0.5226317411402157	1.57	10.34	13.72
700	9994	313888	2501953847	2584527	0	0	0	0	862266759	909482	0	0	0	0	700	689	0.5742061403508772	1.42	12.9	16.29
750	10745	315635	2809487694	2927514	0	0	0	0	952567152	1014546	0	0	0	0	750	728	0.5808118131868141	4.86	14.63	18.18
800	11528	317832	3185362578	3371362	0	0	0	0	1073353945	1159116	0	0	0	0	800	709	0.5316842105263159	4.91	20.02	23.48
850	12428	319891	3459915899	3605483	0	0	0	0	1136597831	1210628	0	0	0	0	850	718	0.5662267884322678	4.73	24.26	28.94
900	13166	322366	4040110329	4056338	0	0	0	0	1354848702	1385814	0	0	0	0	900	803	0.5673552465233875	7.78	28.83	34.3
950	14138	324917	4485973856	4361256	0	0	0	0	1495725580	1480892	0	0	0	0	950	915	0.578171428571429	5.47	31.95	39.33
1000	14900	328240	5170706607	5010593	0	0	0	0	1753916559	1724776	0	0	0	0	1000	964	0.6530103950103945	6.76	38.21	46.68
1050	16117	333468	5709163048	5428376	0	0	0	0	1918261913	1865982	0	0	0	0	1050	612	0.6952000000000003	13.02	67.56	69.78
