node_count	software_startup_ms	traffic_measurement_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1595	300630	173812189	791851	0	0	0	0	49697953	228993	0	0	0	0	49	49	0.497795918367347	0.15	0.11	0.35
64	1762	300808	300478884	1154875	0	0	0	0	84162402	327296	0	0	0	0	64	64	0.5889218749999998	0.1	0.43	0.94
81	1951	301013	484669205	1606766	0	0	0	0	133688262	448244	0	0	0	0	81	81	0.8655555555555555	0.1	0.13	0.28
100	2180	301256	745463673	2197002	0	0	0	0	203181430	605654	0	0	0	0	100	100	1.0852999999999995	0.29	0.5	0.81
121	2414	301472	1094099407	2919195	0	0	0	0	295481551	796931	0	0	0	0	121	121	1.5503388429752072	0.88	1.31	2.06
144	2696	301756	1555029713	3832784	0	0	0	0	416623045	1037466	0	0	0	0	144	144	2.4085555555555556	0.53	2.72	6.0
169	3026	302073	1886501202	4453656	0	0	0	0	501104292	1196216	0	0	0	0	169	169	3.1524201183431955	1.42	3.8	7.72
196	3374	302417	1805337084	4252274	0	0	0	0	474075188	1134837	0	0	0	0	196	196	4.4787448979591815	1.12	4.44	9.66
225	3849	302766	1871826730	4323072	0	0	0	0	486045062	1146464	0	374	0	0	225	225	5.422617777777775	1.48	5.99	12.34
256	4174	303200	2084716378	4560821	0	0	0	0	538718546	1203040	0	621	0	0	256	256	7.722539062499999	1.47	5.59	11.32
289	4600	303722	2366646909	4843757	0	0	0	0	606534270	1269573	0	1907	0	0	289	287	9.476557491289196	1.67	4.38	8.92
324	5104	304385	2860566541	5210974	0	0	0	0	734868961	1360019	0	1237	0	0	324	309	11.348025889967627	1.9	8.01	17.68
361	5548	304977	3300268709	5753923	0	0	0	0	838594433	1487967	0	0	0	0	361	327	12.949844036697248	1.62	8.77	19.4
400	6403	305812	3944551952	6293216	0	0	0	0	1000224575	1620860	0	1142	0	0	400	304	13.493029605263155	5.4	10.94	19.86
441	8506	306648	4624875460	7024478	0	0	0	0	1164530784	1794512	0	0	0	0	441	350	16.670748571428565	2.59	7.75	12.67
484	8912	308596	5266993372	5321403	0	0	0	0	1322714788	1340736	0	0	0	0	484	0	0.0	1.78	10.25	16.39
49	1587	300626	40335452	69573	0	0	0	0	10808080	19275	0	0	0	0	49	49	0.21646938775510202	0.26	4.38	4.6
64	1750	300803	71228194	106248	0	0	0	0	18745327	28805	0	0	0	0	64	64	0.23182812499999997	0.08	1.73	3.4
81	1939	301004	117592807	166712	0	0	0	0	30556354	44475	0	0	0	0	81	81	0.2732592592592592	0.36	1.09	2.65
100	2151	301256	183866252	238481	0	0	0	0	47386399	62916	0	0	0	0	100	100	0.27525	0.49	1.08	2.26
121	2391	301493	275809998	338643	0	0	0	0	70645245	88569	0	0	0	0	121	121	0.31123140495867785	0.2	1.17	2.1
144	2644	301780	400464089	478009	0	0	0	0	102163688	123978	0	0	0	0	144	144	0.33112499999999995	0.47	1.95	2.48
169	2934	302073	562620292	634435	0	0	0	0	143088176	163630	0	0	0	0	169	169	0.37890532544378697	0.38	1.94	2.65
196	3232	302419	772276380	849111	0	0	0	0	196032921	218142	0	0	0	0	196	196	0.3938061224489794	0.37	2.05	2.86
225	3565	302735	1031445581	1090355	0	0	0	0	261172531	279048	0	0	0	0	225	225	0.4069333333333335	0.62	3.58	4.0
256	3909	303209	1352277144	1398489	0	0	0	0	341639119	356547	0	0	0	0	256	256	0.4565429687499997	0.86	5.5	5.76
289	4286	303778	1769329850	1743704	0	0	0	0	446273768	442751	0	0	0	0	289	289	0.4566816608996542	0.34	3.67	5.41
324	4708	304343	2252122244	2170479	0	0	0	0	567477542	550202	0	0	0	0	324	324	0.47525308641975306	1.57	4.97	6.22
361	5173	304953	2832502588	2742802	0	0	0	0	713190780	694178	0	0	0	0	361	361	0.5047839335180059	6.47	7.3	7.64
400	5701	305694	3512637841	3388001	0	0	0	0	883478114	855828	0	0	0	0	400	400	0.5448224999999995	4.37	8.43	9.11
441	6281	306918	4327615742	4170162	0	0	0	0	1086963944	1051319	0	0	0	0	441	441	0.5667528344671197	10.84	12.54	12.47
484	6861	308470	5231537696	4991303	0	0	0	0	1313435801	1257343	0	0	0	0	484	484	0.5897851239669429	8.1	11.65	13.5
529	7569	312425	6422070655	6223049	0	0	0	0	1612429938	1567067	0	0	0	0	529	525	0.6515238095238091	3.31	20.87	21.49
576	8169	317628	7822091764	7656800	0	0	0	0	1964218553	1927876	0	0	0	0	576	556	0.6980395683453241	3.7	25.99	28.43
625	8883	317837	9363076516	9018926	0	0	0	0	2355456251	2274777	0	0	0	0	625	582	0.731309278350516	6.8	36.12	38.46
676	9664	315369	11140494081	10715261	0	0	0	0	2811742665	2710299	0	0	0	0	676	586	0.7001860068259387	4.72	50.24	52.36
729	10502	325279	13659008277	12862920	0	0	0	0	3453769956	3257950	0	0	0	0	729	588	0.8008758503401352	10.62	73.37	73.1
784	11260	345164	17471333798	15838176	0	0	0	0	4439899651	4028767	0	0	0	0	784	617	0.8895024311183147	21.57	111.3	103.43
841	12217	389886	23184442957	20546560	0	0	0	0	5910532321	5240264	0	0	0	0	841	654	1.4545902140672797	23.64	155.6	145.96
900	13274	426192	28090689077	23855990	0	0	0	0	7221342846	6135510	0	0	0	0	900	493	1.5276912065439672	213.61	339.94	256.04
