node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1601	10434	2503631	10916	0	0	0	0	726212	3375	0	0	0	0	49	49	6.057204081632654	3.03	18.59	21.91
100	2172	21029	7074920	32114	0	0	0	0	1946792	9659	0	0	0	0	99	99	6.523555555555556	0.58	8.54	16.92
150	2741	31607	16235242	73852	0	0	0	0	4214728	21101	0	0	0	0	149	149	7.281812080536914	1.76	5.06	13.16
200	3322	42207	21250908	101597	0	0	0	0	5567262	30023	0	0	0	0	199	199	7.004175879396988	2.67	3.86	10.16
250	3909	52752	33065322	158333	0	0	0	0	8712488	47132	0	0	0	0	249	249	7.51760642570281	0.45	3.43	8.04
300	4492	63271	39308454	195952	0	0	0	0	10438048	59712	0	0	0	0	299	299	7.370702341137124	0.45	2.97	6.34
350	5107	73957	59601617	291528	0	0	0	0	15721435	87136	0	0	0	0	349	349	8.176429799426938	5.43	9.93	8.43
400	5728	84627	57872421	304359	0	0	0	0	15702438	95829	0	0	0	0	399	399	7.398203007518799	0.59	4.67	6.79
450	6355	95337	81230768	418991	0	0	0	0	20713251	124433	0	0	0	0	449	449	7.887623608017826	0.65	4.36	6.22
500	7094	106062	75951437	420615	0	0	0	0	21050385	136326	0	0	0	0	499	499	7.371651302605213	4.61	10.56	9.13
550	7829	116810	94762817	521323	0	0	0	0	25256095	164400	0	0	0	0	549	549	7.629025500910747	5.72	7.28	8.56
600	8626	127611	112721766	622379	0	0	0	0	29206801	192623	0	0	0	0	599	599	7.751420701168626	1.13	7.05	9.97
650	9348	138429	110168310	644383	0	0	0	0	32604666	219734	0	0	0	0	649	649	7.679942989214182	1.9	5.38	8.63
700	10034	149316	152240350	838653	0	0	0	0	40219664	263966	0	0	0	0	699	699	8.427726752503567	2.13	11.21	11.77
750	10956	160314	154134427	887583	0	0	0	0	43933461	294830	0	0	0	0	749	749	8.255389853137522	0.8	6.63	12.21
800	11729	171517	156674848	938730	0	0	0	0	45095396	317762	0	0	0	0	799	799	7.903643304130165	0.84	6.25	11.39
850	13152	183706	179091684	1079653	0	0	0	0	49704173	355538	0	0	0	0	849	849	8.033939929328627	9.83	15.5	15.9
900	14044	194946	198631279	1196422	0	0	0	0	56524732	401767	0	0	0	0	899	899	8.41255617352614	3.77	11.91	14.49
950	16318	208833	236462919	1403113	0	0	0	0	63745134	454029	0	0	0	0	949	949	8.743043203371966	2.94	11.19	13.77
1000	15817	217670	246512581	1483951	0	0	0	0	70858367	501860	0	0	0	0	999	999	8.728491491491479	4.32	15.4	18.16
1050	18608	232457	283126644	1694188	0	0	0	0	75534975	547075	0	0	0	0	1049	1049	9.000043851286945	3.54	6.91	15.66
1100	18513	239695	337738201	1958514	0	0	0	0	85220371	605595	0	0	0	0	1099	1099	8.968383075523205	1.71	6.39	13.9
1150	19042	254607	303503902	1886878	0	0	0	0	88589622	648375	0	0	0	0	1149	1149	8.921089643167974	4.99	39.31	44.82
1200	20501	262893	391517300	2296459	0	0	0	0	99699192	715844	0	0	0	0	1199	1199	9.269001668056719	3.49	13.16	25.1
1250	22436	273419	373555637	2295994	0	0	0	0	101903616	752456	0	0	0	0	1249	1249	8.764319455564452	7.69	13.96	21.19
1300	22287	282945	342669886	2219041	0	0	0	0	106117828	794131	0	0	0	0	1299	1299	8.392090839107013	5.55	14.88	19.97
1350	23888	294918	375003358	2432538	0	0	0	0	113879591	856964	0	0	0	0	1349	1349	8.68561230541141	7.11	12.12	16.35
1400	26194	308887	393026598	2578339	0	0	0	0	120673400	917527	0	0	0	0	1399	1399	8.188163688348823	30.41	23.57	25.42
1450	28024	319412	453422816	2903540	0	0	0	0	130762194	989086	0	0	0	0	1449	1449	7.933643892339555	25.03	16.5	22.19
