node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1604	10432	5273807	17784	0	0	0	0	1545452	5494	0	0	0	0	49	49	3.602224489795919	9.76	23.51	23.63
100	2169	21024	16813427	53750	0	0	0	0	4551234	15566	0	0	0	0	99	99	4.229080808080808	1.93	11.31	18.53
150	2756	31611	40328286	122698	0	0	0	0	10745772	34641	0	0	0	0	149	149	5.25106711409396	2.56	6.39	14.42
200	3373	42218	87723851	261237	0	0	0	0	22156266	69939	0	0	0	0	199	199	5.201959798994976	2.07	4.43	11.12
250	3979	52754	132984522	378657	0	0	0	0	34384421	103945	0	0	0	0	249	249	6.539345381526107	2.74	5.04	9.13
300	4633	63298	192336009	546950	0	0	0	0	48900268	148049	0	0	0	0	299	299	6.024675585284281	2.26	4.46	7.26
350	5377	73948	283734165	786532	0	0	0	0	73059194	213031	0	0	0	0	349	349	7.895186246418335	2.39	4.92	6.28
400	5851	84642	307790181	856610	0	0	0	0	76820647	229410	0	0	0	0	399	399	5.9546892230576445	2.69	7.64	7.97
450	6782	95358	422828659	1216757	0	0	0	0	95206339	295958	0	0	0	0	449	449	7.6142939866369685	2.59	6.98	7.27
500	7652	106141	481454368	1369454	0	0	0	0	112307373	345676	0	0	0	0	499	499	5.976428857715434	2.53	7.92	7.56
550	8431	116887	562967640	1592287	0	0	0	0	129582126	397976	0	0	0	0	549	549	6.264362477231334	2.13	9.23	9.39
600	9026	127728	645329118	1864498	0	0	0	0	141905624	447693	0	0	0	0	599	599	6.4374257095158605	1.73	12.74	12.12
650	10445	138478	664344166	1936259	0	0	0	0	163911369	517745	0	0	0	0	649	649	5.503448382126344	2.63	9.77	10.6
700	10835	149268	767993227	2226546	0	0	0	0	184487984	581261	0	0	0	0	699	699	7.885487839771107	2.38	10.62	10.82
750	11568	160153	910845802	2614544	0	0	0	0	221046510	687054	0	0	0	0	749	749	7.023518024032034	3.29	13.82	15.57
800	13015	171283	899249841	2640044	0	0	0	0	213403194	689862	0	0	0	0	799	799	6.160668335419267	3.68	11.75	14.17
850	13543	183322	1007567520	3055272	0	0	0	0	224119675	753771	0	0	0	0	849	849	6.204594817432282	1.56	10.42	13.43
900	14678	194935	1260867940	3482117	0	0	0	0	291238203	885561	0	0	0	0	899	899	7.011191323692998	2.01	9.47	13.17
950	15671	208526	1512629927	4237142	0	0	0	0	328842011	1021391	0	0	0	0	949	948	8.13850316455696	5.14	10.51	12.87
1000	18067	220768	1966900917	5125606	0	0	0	0	446178049	1269739	0	0	0	0	999	999	8.15931331331331	3.93	12.4	15.81
1050	18221	234113	1901451327	5076037	0	0	0	0	409451830	1215367	0	0	0	0	1049	1049	8.731505243088664	9.83	16.26	21.42
1100	19688	246123	2174427627	5950498	0	0	0	0	466340567	1410945	0	0	0	0	1099	1098	9.816257741347899	6.31	13.34	18.38
1150	21546	257397	2271384334	6248430	0	0	0	0	511884057	1551186	0	0	0	0	1149	1144	7.7298103146853165	125.95	97.91	56.73
1200	22886	268941	2522916520	7024737	0	0	0	0	541361725	1663115	0	0	0	0	1199	1193	9.531741827326085	4.76	13.62	28.04
1250	24995	280830	2554169546	7066254	0	0	0	0	551864229	1698338	0	0	0	0	1249	1249	8.603623698959183	6.22	12.92	21.63
1300	26906	292837	2736351457	7299016	0	0	0	0	641951611	1888267	0	0	0	0	1299	1299	7.971307159353362	5.38	10.93	17.89
1350	29324	304415	3345481793	8140157	0	0	0	0	767696763	2056653	0	0	0	0	1349	1345	8.687716728624542	5.01	9.43	15.36
1400	30452	315151	2576029413	7392053	0	0	0	0	610104498	1954812	0	0	0	0	1399	1179	6.0359456706281795	5.98	13.06	19.95
1450	34016	325197	3298380176	9317920	0	0	0	0	704413306	2230510	0	0	0	0	1449	1449	7.533006215469619	10.99	15.54	23.19
