node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1581	10208	5170158	24698	0	0	0	0	1467014	6913	0	0	0	0	48	48	9.862208333333335	0.89	9.41	16.0
64	1750	13391	7456982	35328	0	0	0	0	2025284	9540	0	0	0	0	63	63	10.304841269841269	0.3	4.74	12.63
81	1944	16982	9230342	40317	0	0	0	0	2455280	10692	0	0	0	0	80	80	10.0074125	0.92	3.46	10.3
100	2160	20996	17859871	85813	0	0	0	0	4722916	22556	0	0	0	0	99	99	11.965010101010101	0.35	2.45	8.26
121	2394	25458	20823896	98169	0	0	0	0	5553600	26229	0	0	0	0	120	120	12.172383333333338	0.29	2.3	6.84
144	2657	30313	33150192	157012	0	0	0	0	9024471	42297	0	0	0	0	143	143	14.475559440559438	0.44	2.26	5.75
169	2944	35603	35692123	160744	0	0	0	0	9408031	42356	0	0	0	0	168	168	13.65894642857143	0.68	3.27	5.55
196	3258	41324	51290894	226818	0	0	0	0	13222850	58380	0	0	0	0	195	195	15.7135282051282	0.17	2.44	4.73
225	3582	47426	55612182	245409	0	0	0	0	14506548	63923	0	0	0	0	224	224	15.044763392857147	0.25	3.01	4.75
256	3943	53969	76776706	345676	0	0	0	0	19946652	89874	0	0	0	0	255	255	17.10267450980392	0.06	2.59	4.45
289	4337	60958	76926747	359332	0	0	0	0	20329714	94732	0	0	0	0	288	288	15.829489583333334	0.33	3.14	4.71
324	4744	68400	114615876	511038	0	0	0	0	29963365	133495	0	0	0	0	323	323	19.52394736842107	0.18	2.74	4.57
361	5214	76315	139748662	631914	0	0	0	0	35954381	162549	0	0	0	0	360	360	21.078205555555552	0.55	3.6	5.12
400	5676	84648	198645772	813973	0	0	0	0	51234924	210402	0	0	0	0	399	399	26.483458646616555	0.65	3.54	5.6
441	6265	93426	186390480	899572	0	0	0	0	47916042	231211	0	0	0	0	440	440	21.909354545454544	1.34	6.91	8.42
484	6842	102651	183726230	911371	0	0	0	0	47717145	236957	0	0	0	0	483	483	19.342538302277422	0.97	6.26	9.33
529	7467	112308	261090868	1174340	0	0	0	0	66944478	301085	0	0	0	0	528	528	25.29722537878786	3.04	7.33	10.48
576	8105	122425	356864572	1609684	0	0	0	0	91413285	412314	0	0	0	0	575	575	29.787768695652176	2.85	7.86	11.69
625	8804	133038	367842521	1566505	0	0	0	0	96338312	407924	0	0	0	0	624	624	30.89142628205126	2.33	9.73	12.36
676	9563	144088	360322831	1594941	0	0	0	0	92477884	408486	0	0	0	0	675	675	27.3431125925926	0.73	4.47	10.76
729	10440	155603	505435993	2222731	0	0	0	0	129155160	569625	0	0	0	0	728	728	34.21715384615383	4.84	12.19	14.8
784	11250	167558	502927083	2223743	0	0	0	0	128067255	565825	0	0	0	0	783	783	31.766765006385658	0.77	4.73	11.5
841	12284	180348	611503132	2751530	0	0	0	0	159849665	714581	0	0	0	0	840	840	33.1919238095238	4.47	7.76	13.06
900	13169	194163	710071867	3107612	0	0	0	0	181449016	792592	0	0	0	0	899	899	36.88244493882096	1.55	7.31	13.71
961	14286	212546	745252093	3419266	0	0	0	0	190484562	873080	0	0	0	0	960	960	32.50695729166668	6.06	8.78	16.2
1024	15644	228190	949777499	4061150	0	0	0	0	242800528	1037538	0	0	0	0	1023	1023	40.43486021505378	5.75	10.45	17.47
1089	18597	243634	861946744	3660899	0	0	0	0	219214822	931983	0	0	0	0	1088	970	40.18060103092789	3.55	10.7	16.85
1156	19707	257850	1265246213	5474468	0	0	0	0	320960146	1390629	0	0	0	0	1155	993	48.09474219536761	9.28	11.92	18.85
1225	23383	274228	1226883143	5395750	0	0	0	0	312666542	1373634	0	0	0	0	1224	937	46.66264247598709	3.69	10.16	19.3
1296	24897	286879	1516993045	7472171	0	0	0	0	388762051	1915522	0	0	0	0	1295	841	42.52295952380947	15.78	12.69	20.13
1369	26520	302828	1430700304	7086987	0	0	0	0	366188908	1812940	0	0	0	0	1368	865	36.310695702671296	8.68	11.81	20.56
1444	28306	320913	1497412881	7501227	0	0	0	0	389321056	1933595	0	0	0	0	1443	1030	41.42765984405454	4.52	9.28	19.68
1521	33433	338279	2044358119	9556159	0	0	0	0	518797761	2426078	0	0	0	0	1520	1080	53.683895522388106	9.03	9.51	18.85
1600	34716	354255	2300638829	10331951	0	0	0	0	585727138	2632673	0	0	0	0	1599	960	54.192123819517306	7.52	9.93	19.63
1681	38861	380672	1738096565	7561794	0	0	0	0	441451998	1919670	0	0	0	0	1680	264	52.905247058823534	31.44	15.14	21.41
