load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.69	2.28	1.94	4	2	2	60039	0	284392	1844	0	0	0	0	142196	1874	0	0	0	0
0.16	1.50	1.70	9	6	6	60017	0	1742888	6410	0	0	0	0	648100	6534	0	0	0	0
0.54	1.18	1.55	16	12	12	60009	0	5774894	15210	0	0	0	0	1911558	15409	0	0	0	0
0.67	1.05	1.45	25	20	20	60006	1	14287140	30874	0	0	0	0	4424970	31147	0	0	0	0
0.80	0.95	1.35	36	30	30	60004	1	29331580	53442	0	0	0	0	8725792	53702	0	0	0	0
0.34	0.76	1.23	49	42	42	60003	2	53092968	84843	0	0	0	0	15365052	85168	0	0	0	0
0.68	0.77	1.16	64	56	56	60002	2	88363218	123184	0	0	0	0	25064438	123747	0	0	0	0
0.66	0.77	1.11	81	72	72	60001	2	138569662	171044	0	0	0	0	38710786	172259	0	0	0	0
0.92	0.88	1.09	100	90	90	60001	2	205558516	228120	0	0	0	0	56718094	230125	0	0	0	0
