load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.91	0.95	0.83	4	2	0	60039	0	156846	627	0	0	0	0	78378	671	0	0	0	0
0.54	0.83	0.80	9	6	2	60017	0	472558	1349	0	0	0	0	176755	1515	0	0	0	0
0.80	0.80	0.79	16	12	6	60009	0	938874	2359	0	0	0	0	311425	2644	0	0	0	0
0.47	0.71	0.77	25	20	8	60006	0	1549404	3679	0	0	0	0	483952	4118	0	0	0	0
0.26	0.54	0.69	36	30	9	60003	0	2329612	5275	0	0	0	0	696878	5916	0	0	0	0
0.13	0.43	0.63	49	42	19	60003	0	3245149	7154	0	0	0	0	945569	8041	0	0	0	0
0.52	0.51	0.63	64	56	19	60001	0	4313126	9098	0	0	0	0	1231744	10514	0	0	0	0
0.17	0.43	0.59	81	72	31	60001	0	5433478	10880	0	0	0	0	1524716	13142	0	0	0	0
0.78	0.60	0.63	100	90	33	60001	0	6455083	12306	0	0	0	0	1794957	15499	0	0	0	0
