load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.06	0.42	0.47	4	2	2	60036	1	224723	1749	0	0	0	0	112314	874	0	0	0	0
0.00	0.21	0.37	9	6	6	60016	3	1158724	7252	0	0	0	0	413689	2611	0	0	0	0
1.67	1.26	0.79	16	12	12	60009	7	3272199	17595	0	0	0	0	1038175	5642	0	0	0	0
1.48	1.41	0.94	25	20	20	60006	11	7285791	35649	0	0	0	0	2155215	10652	0	0	0	0
0.21	0.92	0.85	36	30	30	60003	13	12227231	57523	0	0	0	0	3419602	16295	0	0	0	0
0.06	0.51	0.70	49	42	42	60002	19	23564237	102509	0	0	0	0	6500963	28466	0	0	0	0
0.18	0.34	0.59	64	56	56	60001	22	34751953	146937	0	0	0	0	9300406	39694	0	0	0	0
1.38	1.42	1.03	81	72	72	60001	28	58253264	220871	0	0	0	0	15531586	59271	0	0	0	0
3.16	2.34	1.47	100	90	88	60001	30	77751894	292361	0	0	0	0	20415609	77280	0	0	0	0
