load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	wait_ms	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.10	0.45	0.77	4	2	2	60000.0	60038	0	190774	2052	0	0	0	0	95387	1026	0	0	0	0
0.62	0.47	0.73	9	6	6	60000.0	60009	0	630320	6366	0	2	0	0	235180	2380	0	0	0	0
1.01	0.71	0.79	16	12	12	60000.0	60006	0	1356829	12787	0	8	0	0	449461	4243	0	0	0	0
0.13	0.48	0.69	25	20	20	60000.0	60005	0	2478983	21756	0	2	0	0	770179	6767	0	0	0	0
0.06	0.33	0.61	36	30	30	60000.0	60004	0	4053594	32667	0	2	0	0	1211121	9767	0	0	0	0
0.12	0.26	0.54	49	42	42	60000.0	60003	1	6330667	47217	0	6	0	0	1839549	13726	0	0	0	0
0.15	0.26	0.50	64	56	56	60000.0	60003	1	9377480	64002	0	2	0	0	2670702	18227	0	0	0	0
0.31	0.34	0.50	81	72	72	60000.0	60002	1	13413725	83843	0	8	0	0	3759658	23492	0	0	0	0
0.36	0.47	0.54	100	90	90	60000.0	60001	1	18748685	108077	0	4	0	0	5194141	29927	0	0	0	0
